AFFGEOID,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1400000US04013319703,4013319703,"Census Tract 3197.03, Maricopa County, Arizona",4419,544
1400000US04013319704,4013319704,"Census Tract 3197.04, Maricopa County, Arizona",1357,128
1400000US04013319705,4013319705,"Census Tract 3197.05, Maricopa County, Arizona",3322,332
1400000US04013319706,4013319706,"Census Tract 3197.06, Maricopa County, Arizona",5438,789
1400000US04013319800,4013319800,"Census Tract 3198, Maricopa County, Arizona",7107,835
1400000US04013319902,4013319902,"Census Tract 3199.02, Maricopa County, Arizona",2361,196
1400000US04013319903,4013319903,"Census Tract 3199.03, Maricopa County, Arizona",5903,439
1400000US04013319904,4013319904,"Census Tract 3199.04, Maricopa County, Arizona",4570,447
1400000US04013319905,4013319905,"Census Tract 3199.05, Maricopa County, Arizona",5365,500
1400000US04013319906,4013319906,"Census Tract 3199.06, Maricopa County, Arizona",3184,339
1400000US04013319907,4013319907,"Census Tract 3199.07, Maricopa County, Arizona",2327,182
1400000US04013319908,4013319908,"Census Tract 3199.08, Maricopa County, Arizona",2121,276
1400000US04013319909,4013319909,"Census Tract 3199.09, Maricopa County, Arizona",2318,158
1400000US04013319910,4013319910,"Census Tract 3199.10, Maricopa County, Arizona",4394,289
1400000US04013320001,4013320001,"Census Tract 3200.01, Maricopa County, Arizona",6289,492
1400000US04013320002,4013320002,"Census Tract 3200.02, Maricopa County, Arizona",5892,25
1400000US04013320007,4013320007,"Census Tract 3200.07, Maricopa County, Arizona",7823,703
1400000US04013320100,4013320100,"Census Tract 3201, Maricopa County, Arizona",2707,321
1400000US04013420104,4013420104,"Census Tract 4201.04, Maricopa County, Arizona",5201,551
1400000US04013420105,4013420105,"Census Tract 4201.05, Maricopa County, Arizona",5410,468
1400000US04013420107,4013420107,"Census Tract 4201.07, Maricopa County, Arizona",6503,528
1400000US04013420108,4013420108,"Census Tract 4201.08, Maricopa County, Arizona",1290,186
1400000US04013420109,4013420109,"Census Tract 4201.09, Maricopa County, Arizona",3829,366
1400000US04013420110,4013420110,"Census Tract 4201.10, Maricopa County, Arizona",5607,604
1400000US04013420111,4013420111,"Census Tract 4201.11, Maricopa County, Arizona",4421,480
1400000US04013420112,4013420112,"Census Tract 4201.12, Maricopa County, Arizona",3116,355
1400000US04013420113,4013420113,"Census Tract 4201.13, Maricopa County, Arizona",3416,511
1400000US04013420114,4013420114,"Census Tract 4201.14, Maricopa County, Arizona",3723,550
1400000US04013420115,4013420115,"Census Tract 4201.15, Maricopa County, Arizona",2759,439
1400000US04013420116,4013420116,"Census Tract 4201.16, Maricopa County, Arizona",2637,318
1400000US04013420202,4013420202,"Census Tract 4202.02, Maricopa County, Arizona",5702,456
1400000US04013420206,4013420206,"Census Tract 4202.06, Maricopa County, Arizona",3464,422
1400000US04013420207,4013420207,"Census Tract 4202.07, Maricopa County, Arizona",2684,256
1400000US04013420208,4013420208,"Census Tract 4202.08, Maricopa County, Arizona",5251,407
1400000US04013420209,4013420209,"Census Tract 4202.09, Maricopa County, Arizona",4279,379
1400000US04013420210,4013420210,"Census Tract 4202.10, Maricopa County, Arizona",4997,420
1400000US04013420211,4013420211,"Census Tract 4202.11, Maricopa County, Arizona",4178,341
1400000US04013420212,4013420212,"Census Tract 4202.12, Maricopa County, Arizona",2863,198
1400000US04013420213,4013420213,"Census Tract 4202.13, Maricopa County, Arizona",2371,460
1400000US04013420214,4013420214,"Census Tract 4202.14, Maricopa County, Arizona",3609,432
1400000US04013420215,4013420215,"Census Tract 4202.15, Maricopa County, Arizona",1702,303
1400000US04013420216,4013420216,"Census Tract 4202.16, Maricopa County, Arizona",4261,461
1400000US04013420301,4013420301,"Census Tract 4203.01, Maricopa County, Arizona",2048,214
1400000US04013420302,4013420302,"Census Tract 4203.02, Maricopa County, Arizona",5267,511
1400000US04013420303,4013420303,"Census Tract 4203.03, Maricopa County, Arizona",3817,326
1400000US04013420304,4013420304,"Census Tract 4203.04, Maricopa County, Arizona",1190,208
1400000US04013420401,4013420401,"Census Tract 4204.01, Maricopa County, Arizona",4480,519
1400000US04013420402,4013420402,"Census Tract 4204.02, Maricopa County, Arizona",1747,211
1400000US04013420501,4013420501,"Census Tract 4205.01, Maricopa County, Arizona",6542,736
1400000US04013420503,4013420503,"Census Tract 4205.03, Maricopa County, Arizona",3315,703
1400000US04013420504,4013420504,"Census Tract 4205.04, Maricopa County, Arizona",3001,320
1400000US04013420602,4013420602,"Census Tract 4206.02, Maricopa County, Arizona",4871,435
1400000US04013420603,4013420603,"Census Tract 4206.03, Maricopa County, Arizona",3599,392
1400000US04013420604,4013420604,"Census Tract 4206.04, Maricopa County, Arizona",3970,377
1400000US04013420704,4013420704,"Census Tract 4207.04, Maricopa County, Arizona",5206,532
1400000US04013420705,4013420705,"Census Tract 4207.05, Maricopa County, Arizona",3533,338
1400000US04013420706,4013420706,"Census Tract 4207.06, Maricopa County, Arizona",4226,330
1400000US04013420707,4013420707,"Census Tract 4207.07, Maricopa County, Arizona",2709,425
1400000US04013420708,4013420708,"Census Tract 4207.08, Maricopa County, Arizona",4217,545
1400000US04013420709,4013420709,"Census Tract 4207.09, Maricopa County, Arizona",3401,363
1400000US04013420710,4013420710,"Census Tract 4207.10, Maricopa County, Arizona",3072,257
1400000US04013420800,4013420800,"Census Tract 4208, Maricopa County, Arizona",4351,389
1400000US04013420901,4013420901,"Census Tract 4209.01, Maricopa County, Arizona",3732,523
1400000US04013420902,4013420902,"Census Tract 4209.02, Maricopa County, Arizona",3284,338
1400000US04013421001,4013421001,"Census Tract 4210.01, Maricopa County, Arizona",3705,518
1400000US04013421002,4013421002,"Census Tract 4210.02, Maricopa County, Arizona",2350,302
1400000US04013421101,4013421101,"Census Tract 4211.01, Maricopa County, Arizona",4038,442
1400000US04013421102,4013421102,"Census Tract 4211.02, Maricopa County, Arizona",5889,603
1400000US04013421201,4013421201,"Census Tract 4212.01, Maricopa County, Arizona",5309,504
1400000US04013421202,4013421202,"Census Tract 4212.02, Maricopa County, Arizona",4214,597
1400000US04013421302,4013421302,"Census Tract 4213.02, Maricopa County, Arizona",5854,869
1400000US04013421303,4013421303,"Census Tract 4213.03, Maricopa County, Arizona",4708,486
1400000US04013421304,4013421304,"Census Tract 4213.04, Maricopa County, Arizona",2789,418
1400000US04013421400,4013421400,"Census Tract 4214, Maricopa County, Arizona",2444,344
1400000US04013421501,4013421501,"Census Tract 4215.01, Maricopa County, Arizona",3516,394
1400000US04013421502,4013421502,"Census Tract 4215.02, Maricopa County, Arizona",2899,533
1400000US04013421601,4013421601,"Census Tract 4216.01, Maricopa County, Arizona",3581,412
1400000US04013421602,4013421602,"Census Tract 4216.02, Maricopa County, Arizona",4402,437
1400000US04013421701,4013421701,"Census Tract 4217.01, Maricopa County, Arizona",4945,503
1400000US04013421702,4013421702,"Census Tract 4217.02, Maricopa County, Arizona",3805,572
1400000US04013421801,4013421801,"Census Tract 4218.01, Maricopa County, Arizona",2945,331
1400000US04013421802,4013421802,"Census Tract 4218.02, Maricopa County, Arizona",4663,491
1400000US04013421901,4013421901,"Census Tract 4219.01, Maricopa County, Arizona",3595,492
1400000US04013421902,4013421902,"Census Tract 4219.02, Maricopa County, Arizona",6327,532
1400000US04013422001,4013422001,"Census Tract 4220.01, Maricopa County, Arizona",4659,554
1400000US04013422002,4013422002,"Census Tract 4220.02, Maricopa County, Arizona",3795,608
1400000US04013422102,4013422102,"Census Tract 4221.02, Maricopa County, Arizona",4529,568
1400000US04013422103,4013422103,"Census Tract 4221.03, Maricopa County, Arizona",4077,548
1400000US04013422104,4013422104,"Census Tract 4221.04, Maricopa County, Arizona",5476,652
1400000US04013422105,4013422105,"Census Tract 4221.05, Maricopa County, Arizona",3588,433
1400000US04013422106,4013422106,"Census Tract 4221.06, Maricopa County, Arizona",6269,591
1400000US04013422107,4013422107,"Census Tract 4221.07, Maricopa County, Arizona",3784,346
1400000US04013422203,4013422203,"Census Tract 4222.03, Maricopa County, Arizona",5621,652
1400000US04013422204,4013422204,"Census Tract 4222.04, Maricopa County, Arizona",3226,334
1400000US04013422205,4013422205,"Census Tract 4222.05, Maricopa County, Arizona",1297,205
1400000US04013422209,4013422209,"Census Tract 4222.09, Maricopa County, Arizona",7152,619
1400000US04013422210,4013422210,"Census Tract 4222.10, Maricopa County, Arizona",5614,513
1400000US04013422211,4013422211,"Census Tract 4222.11, Maricopa County, Arizona",2481,211
1400000US04013422212,4013422212,"Census Tract 4222.12, Maricopa County, Arizona",4032,299
1400000US04013422213,4013422213,"Census Tract 4222.13, Maricopa County, Arizona",2613,223
1400000US04013422215,4013422215,"Census Tract 4222.15, Maricopa County, Arizona",1892,171
1400000US04013422216,4013422216,"Census Tract 4222.16, Maricopa County, Arizona",5474,404
1400000US04013422217,4013422217,"Census Tract 4222.17, Maricopa County, Arizona",3511,264
1400000US04013422218,4013422218,"Census Tract 4222.18, Maricopa County, Arizona",3065,355
1400000US04013422219,4013422219,"Census Tract 4222.19, Maricopa County, Arizona",2992,189
1400000US04013422220,4013422220,"Census Tract 4222.20, Maricopa County, Arizona",1995,178
1400000US04013422221,4013422221,"Census Tract 4222.21, Maricopa County, Arizona",3528,369
1400000US04013422222,4013422222,"Census Tract 4222.22, Maricopa County, Arizona",2090,194
1400000US04013422301,4013422301,"Census Tract 4223.01, Maricopa County, Arizona",5901,688
1400000US04013422302,4013422302,"Census Tract 4223.02, Maricopa County, Arizona",5038,546
1400000US04013422304,4013422304,"Census Tract 4223.04, Maricopa County, Arizona",3174,383
1400000US04013422305,4013422305,"Census Tract 4223.05, Maricopa County, Arizona",6004,447
1400000US04013422307,4013422307,"Census Tract 4223.07, Maricopa County, Arizona",4604,385
1400000US04013422308,4013422308,"Census Tract 4223.08, Maricopa County, Arizona",5583,459
1400000US04013422309,4013422309,"Census Tract 4223.09, Maricopa County, Arizona",5503,288
1400000US04013422401,4013422401,"Census Tract 4224.01, Maricopa County, Arizona",3056,421
1400000US04013422402,4013422402,"Census Tract 4224.02, Maricopa County, Arizona",5140,338
1400000US04013422403,4013422403,"Census Tract 4224.03, Maricopa County, Arizona",5328,399
1400000US04013422404,4013422404,"Census Tract 4224.04, Maricopa County, Arizona",4513,239
1400000US04013422501,4013422501,"Census Tract 4225.01, Maricopa County, Arizona",5978,606
1400000US04013422502,4013422502,"Census Tract 4225.02, Maricopa County, Arizona",5602,466
1400000US04013422503,4013422503,"Census Tract 4225.03, Maricopa County, Arizona",6268,699
1400000US04013422504,4013422504,"Census Tract 4225.04, Maricopa County, Arizona",5061,354
1400000US04013422506,4013422506,"Census Tract 4225.06, Maricopa County, Arizona",5436,406
1400000US04013422507,4013422507,"Census Tract 4225.07, Maricopa County, Arizona",4369,320
1400000US04013422508,4013422508,"Census Tract 4225.08, Maricopa County, Arizona",3741,312
1400000US04013422509,4013422509,"Census Tract 4225.09, Maricopa County, Arizona",5121,382
1400000US04013422510,4013422510,"Census Tract 4225.10, Maricopa County, Arizona",3473,239
1400000US04013422511,4013422511,"Census Tract 4225.11, Maricopa County, Arizona",2926,189
1400000US04013422512,4013422512,"Census Tract 4225.12, Maricopa County, Arizona",5577,457
1400000US04013422513,4013422513,"Census Tract 4225.13, Maricopa County, Arizona",4364,387
1400000US04013422514,4013422514,"Census Tract 4225.14, Maricopa County, Arizona",4348,474
1400000US04013422606,4013422606,"Census Tract 4226.06, Maricopa County, Arizona",10232,831
1400000US04013422607,4013422607,"Census Tract 4226.07, Maricopa County, Arizona",4181,480
1400000US04013422609,4013422609,"Census Tract 4226.09, Maricopa County, Arizona",4110,350
1400000US04013422610,4013422610,"Census Tract 4226.10, Maricopa County, Arizona",2688,284
1400000US04013422615,4013422615,"Census Tract 4226.15, Maricopa County, Arizona",7357,704
1400000US04013422616,4013422616,"Census Tract 4226.16, Maricopa County, Arizona",5131,555
1400000US04013422617,4013422617,"Census Tract 4226.17, Maricopa County, Arizona",5857,362
1400000US04013422618,4013422618,"Census Tract 4226.18, Maricopa County, Arizona",3038,239
1400000US04013422620,4013422620,"Census Tract 4226.20, Maricopa County, Arizona",3470,309
1400000US04013422621,4013422621,"Census Tract 4226.21, Maricopa County, Arizona",4859,426
1400000US04013422622,4013422622,"Census Tract 4226.22, Maricopa County, Arizona",4895,371
1400000US04013422623,4013422623,"Census Tract 4226.23, Maricopa County, Arizona",4893,452
1400000US04013422624,4013422624,"Census Tract 4226.24, Maricopa County, Arizona",3059,431
1400000US04013422625,4013422625,"Census Tract 4226.25, Maricopa County, Arizona",3668,499
1400000US04013422626,4013422626,"Census Tract 4226.26, Maricopa County, Arizona",2668,374
1400000US04013422627,4013422627,"Census Tract 4226.27, Maricopa County, Arizona",3680,520
1400000US04013422628,4013422628,"Census Tract 4226.28, Maricopa County, Arizona",3875,429
1400000US04013422629,4013422629,"Census Tract 4226.29, Maricopa County, Arizona",3046,403
1400000US04013422630,4013422630,"Census Tract 4226.30, Maricopa County, Arizona",5080,554
1400000US04013422631,4013422631,"Census Tract 4226.31, Maricopa County, Arizona",4436,396
1400000US04013422632,4013422632,"Census Tract 4226.32, Maricopa County, Arizona",4158,405
1400000US04013422633,4013422633,"Census Tract 4226.33, Maricopa County, Arizona",3539,515
1400000US04013422634,4013422634,"Census Tract 4226.34, Maricopa County, Arizona",4420,434
1400000US04013422635,4013422635,"Census Tract 4226.35, Maricopa County, Arizona",2140,325
1400000US04013422636,4013422636,"Census Tract 4226.36, Maricopa County, Arizona",2219,246
1400000US04013422637,4013422637,"Census Tract 4226.37, Maricopa County, Arizona",3402,356
1400000US04013422638,4013422638,"Census Tract 4226.38, Maricopa County, Arizona",3546,439
1400000US04013422639,4013422639,"Census Tract 4226.39, Maricopa County, Arizona",3605,400
1400000US04013422640,4013422640,"Census Tract 4226.40, Maricopa County, Arizona",4702,336
1400000US04013422641,4013422641,"Census Tract 4226.41, Maricopa County, Arizona",6087,617
1400000US04013422642,4013422642,"Census Tract 4226.42, Maricopa County, Arizona",5688,752
1400000US04013422643,4013422643,"Census Tract 4226.43, Maricopa County, Arizona",6025,490
1400000US04013422644,4013422644,"Census Tract 4226.44, Maricopa County, Arizona",7569,632
1400000US04013422646,4013422646,"Census Tract 4226.46, Maricopa County, Arizona",8619,910
1400000US04013522800,4013522800,"Census Tract 5228, Maricopa County, Arizona",1382,279
1400000US04013522901,4013522901,"Census Tract 5229.01, Maricopa County, Arizona",4402,402
1400000US04013522903,4013522903,"Census Tract 5229.03, Maricopa County, Arizona",5429,652
1400000US04013522904,4013522904,"Census Tract 5229.04, Maricopa County, Arizona",5509,505
1400000US04013523002,4013523002,"Census Tract 5230.02, Maricopa County, Arizona",6076,572
1400000US04013523003,4013523003,"Census Tract 5230.03, Maricopa County, Arizona",6293,652
1400000US04013523005,4013523005,"Census Tract 5230.05, Maricopa County, Arizona",5131,304
1400000US04013523006,4013523006,"Census Tract 5230.06, Maricopa County, Arizona",5614,525
1400000US04013523102,4013523102,"Census Tract 5231.02, Maricopa County, Arizona",5696,479
1400000US04013523103,4013523103,"Census Tract 5231.03, Maricopa County, Arizona",5825,649
1400000US04013523104,4013523104,"Census Tract 5231.04, Maricopa County, Arizona",5353,520
1400000US04013610000,4013610000,"Census Tract 6100, Maricopa County, Arizona",7621,626
1400000US04013610100,4013610100,"Census Tract 6101, Maricopa County, Arizona",1008,318
1400000US04013610200,4013610200,"Census Tract 6102, Maricopa County, Arizona",8144,1014
1400000US04013610300,4013610300,"Census Tract 6103, Maricopa County, Arizona",9903,764
1400000US04013610400,4013610400,"Census Tract 6104, Maricopa County, Arizona",5948,483
1400000US04013610500,4013610500,"Census Tract 6105, Maricopa County, Arizona",6410,847
1400000US04013610600,4013610600,"Census Tract 6106, Maricopa County, Arizona",5232,473
1400000US04013610700,4013610700,"Census Tract 6107, Maricopa County, Arizona",7864,758
1400000US04013610800,4013610800,"Census Tract 6108, Maricopa County, Arizona",3742,304
1400000US04013610900,4013610900,"Census Tract 6109, Maricopa County, Arizona",6633,474
1400000US04013611000,4013611000,"Census Tract 6110, Maricopa County, Arizona",2655,238
1400000US04013611100,4013611100,"Census Tract 6111, Maricopa County, Arizona",3172,290
1400000US04013611200,4013611200,"Census Tract 6112, Maricopa County, Arizona",5708,344
1400000US04013611300,4013611300,"Census Tract 6113, Maricopa County, Arizona",4656,626
1400000US04013611400,4013611400,"Census Tract 6114, Maricopa County, Arizona",6223,615
1400000US04013611500,4013611500,"Census Tract 6115, Maricopa County, Arizona",6422,514
1400000US04013611600,4013611600,"Census Tract 6116, Maricopa County, Arizona",3187,315
1400000US04013611700,4013611700,"Census Tract 6117, Maricopa County, Arizona",5853,501
1400000US04013611800,4013611800,"Census Tract 6118, Maricopa County, Arizona",7083,525
1400000US04013611900,4013611900,"Census Tract 6119, Maricopa County, Arizona",2831,424
1400000US04013612000,4013612000,"Census Tract 6120, Maricopa County, Arizona",2537,260
1400000US04013612200,4013612200,"Census Tract 6122, Maricopa County, Arizona",3896,430
1400000US04013612300,4013612300,"Census Tract 6123, Maricopa County, Arizona",8491,763
1400000US04013612400,4013612400,"Census Tract 6124, Maricopa County, Arizona",7126,356
1400000US04013612500,4013612500,"Census Tract 6125, Maricopa County, Arizona",4467,278
1400000US04013612600,4013612600,"Census Tract 6126, Maricopa County, Arizona",2043,228
1400000US04013612700,4013612700,"Census Tract 6127, Maricopa County, Arizona",2343,163
1400000US04013612800,4013612800,"Census Tract 6128, Maricopa County, Arizona",2176,207
1400000US04013612900,4013612900,"Census Tract 6129, Maricopa County, Arizona",2389,218
1400000US04013613000,4013613000,"Census Tract 6130, Maricopa County, Arizona",3525,475
1400000US04013613100,4013613100,"Census Tract 6131, Maricopa County, Arizona",2730,251
1400000US04013613200,4013613200,"Census Tract 6132, Maricopa County, Arizona",3676,287
1400000US04013613300,4013613300,"Census Tract 6133, Maricopa County, Arizona",7655,638
1400000US04013613400,4013613400,"Census Tract 6134, Maricopa County, Arizona",3788,383
1400000US04013613500,4013613500,"Census Tract 6135, Maricopa County, Arizona",4504,392
1400000US04013613600,4013613600,"Census Tract 6136, Maricopa County, Arizona",4550,366
1400000US04013613700,4013613700,"Census Tract 6137, Maricopa County, Arizona",5349,508
1400000US04013613800,4013613800,"Census Tract 6138, Maricopa County, Arizona",4184,290
1400000US04013613900,4013613900,"Census Tract 6139, Maricopa County, Arizona",6252,383
1400000US04013614000,4013614000,"Census Tract 6140, Maricopa County, Arizona",4410,454
1400000US04013614100,4013614100,"Census Tract 6141, Maricopa County, Arizona",6033,497
1400000US04013614200,4013614200,"Census Tract 6142, Maricopa County, Arizona",4930,395
1400000US04013614300,4013614300,"Census Tract 6143, Maricopa County, Arizona",2825,286
1400000US04013614400,4013614400,"Census Tract 6144, Maricopa County, Arizona",3400,407
1400000US04013614500,4013614500,"Census Tract 6145, Maricopa County, Arizona",4396,583
1400000US04013614600,4013614600,"Census Tract 6146, Maricopa County, Arizona",6354,499
1400000US04013614700,4013614700,"Census Tract 6147, Maricopa County, Arizona",2469,269
1400000US04013614800,4013614800,"Census Tract 6148, Maricopa County, Arizona",4348,488
1400000US04013614900,4013614900,"Census Tract 6149, Maricopa County, Arizona",3568,296
1400000US04013615000,4013615000,"Census Tract 6150, Maricopa County, Arizona",7948,513
1400000US04013615100,4013615100,"Census Tract 6151, Maricopa County, Arizona",3744,312
1400000US04013615200,4013615200,"Census Tract 6152, Maricopa County, Arizona",5884,430
1400000US04013615300,4013615300,"Census Tract 6153, Maricopa County, Arizona",2324,252
1400000US04013615400,4013615400,"Census Tract 6154, Maricopa County, Arizona",2672,247
1400000US04013615500,4013615500,"Census Tract 6155, Maricopa County, Arizona",2762,244
1400000US04013615600,4013615600,"Census Tract 6156, Maricopa County, Arizona",3771,351
1400000US04013615700,4013615700,"Census Tract 6157, Maricopa County, Arizona",2536,263
1400000US04013615800,4013615800,"Census Tract 6158, Maricopa County, Arizona",5144,418
1400000US04013615900,4013615900,"Census Tract 6159, Maricopa County, Arizona",4119,259
1400000US04013616000,4013616000,"Census Tract 6160, Maricopa County, Arizona",1939,163
1400000US04013616100,4013616100,"Census Tract 6161, Maricopa County, Arizona",3502,287
1400000US04013616200,4013616200,"Census Tract 6162, Maricopa County, Arizona",3396,405
1400000US04013616300,4013616300,"Census Tract 6163, Maricopa County, Arizona",1941,209
1400000US04013616400,4013616400,"Census Tract 6164, Maricopa County, Arizona",5256,560
1400000US04013616500,4013616500,"Census Tract 6165, Maricopa County, Arizona",3181,427
1400000US04013616600,4013616600,"Census Tract 6166, Maricopa County, Arizona",6066,452
1400000US04013616700,4013616700,"Census Tract 6167, Maricopa County, Arizona",4297,341
1400000US04013616800,4013616800,"Census Tract 6168, Maricopa County, Arizona",5883,491
1400000US04013616900,4013616900,"Census Tract 6169, Maricopa County, Arizona",4587,397
1400000US04013617000,4013617000,"Census Tract 6170, Maricopa County, Arizona",6105,853
1400000US04013617100,4013617100,"Census Tract 6171, Maricopa County, Arizona",2241,212
1400000US04013617200,4013617200,"Census Tract 6172, Maricopa County, Arizona",2793,201
1400000US04013617300,4013617300,"Census Tract 6173, Maricopa County, Arizona",3342,363
1400000US04013617400,4013617400,"Census Tract 6174, Maricopa County, Arizona",7053,589
1400000US04013617500,4013617500,"Census Tract 6175, Maricopa County, Arizona",3347,270
1400000US04013617600,4013617600,"Census Tract 6176, Maricopa County, Arizona",5952,590
1400000US04013617700,4013617700,"Census Tract 6177, Maricopa County, Arizona",3717,341
1400000US04013617800,4013617800,"Census Tract 6178, Maricopa County, Arizona",2671,203
1400000US04013617900,4013617900,"Census Tract 6179, Maricopa County, Arizona",2846,346
1400000US04013618000,4013618000,"Census Tract 6180, Maricopa County, Arizona",4849,342
1400000US04013618100,4013618100,"Census Tract 6181, Maricopa County, Arizona",4139,371
1400000US04013618200,4013618200,"Census Tract 6182, Maricopa County, Arizona",3762,376
1400000US04013618300,4013618300,"Census Tract 6183, Maricopa County, Arizona",3047,212
1400000US04013618400,4013618400,"Census Tract 6184, Maricopa County, Arizona",3708,388
1400000US04013618500,4013618500,"Census Tract 6185, Maricopa County, Arizona",3926,445
1400000US04013618600,4013618600,"Census Tract 6186, Maricopa County, Arizona",4487,504
1400000US04013618700,4013618700,"Census Tract 6187, Maricopa County, Arizona",2952,273
1400000US04013618800,4013618800,"Census Tract 6188, Maricopa County, Arizona",4857,627
1400000US04013618900,4013618900,"Census Tract 6189, Maricopa County, Arizona",6241,608
1400000US04013619000,4013619000,"Census Tract 6190, Maricopa County, Arizona",3030,266
1400000US04013619100,4013619100,"Census Tract 6191, Maricopa County, Arizona",2783,477
1400000US04013619200,4013619200,"Census Tract 6192, Maricopa County, Arizona",5442,794
1400000US04013619300,4013619300,"Census Tract 6193, Maricopa County, Arizona",4106,458
1400000US04013619400,4013619400,"Census Tract 6194, Maricopa County, Arizona",4520,557
1400000US04013619500,4013619500,"Census Tract 6195, Maricopa County, Arizona",5977,536
1400000US04013619600,4013619600,"Census Tract 6196, Maricopa County, Arizona",2042,256
1400000US04013619700,4013619700,"Census Tract 6197, Maricopa County, Arizona",4068,402
1400000US04013619800,4013619800,"Census Tract 6198, Maricopa County, Arizona",4565,305
1400000US04013619900,4013619900,"Census Tract 6199, Maricopa County, Arizona",5461,400
1400000US04013723303,4013723303,"Census Tract 7233.03, Maricopa County, Arizona",26,39
1400000US04013723304,4013723304,"Census Tract 7233.04, Maricopa County, Arizona",4073,415
1400000US04013723305,4013723305,"Census Tract 7233.05, Maricopa County, Arizona",2918,361
1400000US04013723306,4013723306,"Census Tract 7233.06, Maricopa County, Arizona",5050,637
1400000US04013723307,4013723307,"Census Tract 7233.07, Maricopa County, Arizona",2438,275
1400000US04013723308,4013723308,"Census Tract 7233.08, Maricopa County, Arizona",7046,647
1400000US04013810000,4013810000,"Census Tract 8100, Maricopa County, Arizona",1879,122
1400000US04013810100,4013810100,"Census Tract 8101, Maricopa County, Arizona",6545,489
1400000US04013810200,4013810200,"Census Tract 8102, Maricopa County, Arizona",3326,277
1400000US04013810300,4013810300,"Census Tract 8103, Maricopa County, Arizona",5902,655
1400000US04013810400,4013810400,"Census Tract 8104, Maricopa County, Arizona",4867,355
1400000US04013810500,4013810500,"Census Tract 8105, Maricopa County, Arizona",5235,465
1400000US04013810600,4013810600,"Census Tract 8106, Maricopa County, Arizona",6739,469
1400000US04013810700,4013810700,"Census Tract 8107, Maricopa County, Arizona",7191,691
1400000US04013810800,4013810800,"Census Tract 8108, Maricopa County, Arizona",4701,301
1400000US04013810900,4013810900,"Census Tract 8109, Maricopa County, Arizona",5655,499
1400000US04013811000,4013811000,"Census Tract 8110, Maricopa County, Arizona",2885,170
1400000US04013811100,4013811100,"Census Tract 8111, Maricopa County, Arizona",2363,148
1400000US04013811200,4013811200,"Census Tract 8112, Maricopa County, Arizona",2840,418
1400000US04013811300,4013811300,"Census Tract 8113, Maricopa County, Arizona",3020,166
1400000US04013811400,4013811400,"Census Tract 8114, Maricopa County, Arizona",5309,260
1400000US04013811500,4013811500,"Census Tract 8115, Maricopa County, Arizona",2484,203
1400000US04013811600,4013811600,"Census Tract 8116, Maricopa County, Arizona",4138,414
1400000US04013811700,4013811700,"Census Tract 8117, Maricopa County, Arizona",4659,338
1400000US04013811800,4013811800,"Census Tract 8118, Maricopa County, Arizona",2200,240
1400000US04013811900,4013811900,"Census Tract 8119, Maricopa County, Arizona",6099,642
1400000US04013812000,4013812000,"Census Tract 8120, Maricopa County, Arizona",3950,474
1400000US04013812100,4013812100,"Census Tract 8121, Maricopa County, Arizona",6022,647
1400000US04013812200,4013812200,"Census Tract 8122, Maricopa County, Arizona",7564,565
1400000US04013812300,4013812300,"Census Tract 8123, Maricopa County, Arizona",4725,481
1400000US04013812400,4013812400,"Census Tract 8124, Maricopa County, Arizona",3757,407
1400000US04013812500,4013812500,"Census Tract 8125, Maricopa County, Arizona",2614,339
1400000US04013812600,4013812600,"Census Tract 8126, Maricopa County, Arizona",4156,355
1400000US04013812700,4013812700,"Census Tract 8127, Maricopa County, Arizona",5886,439
1400000US04013812800,4013812800,"Census Tract 8128, Maricopa County, Arizona",4586,474
1400000US04013812900,4013812900,"Census Tract 8129, Maricopa County, Arizona",2644,264
1400000US04013813000,4013813000,"Census Tract 8130, Maricopa County, Arizona",3878,257
1400000US04013813100,4013813100,"Census Tract 8131, Maricopa County, Arizona",2316,305
1400000US04013813200,4013813200,"Census Tract 8132, Maricopa County, Arizona",4334,394
1400000US04013813300,4013813300,"Census Tract 8133, Maricopa County, Arizona",5601,377
1400000US04013813400,4013813400,"Census Tract 8134, Maricopa County, Arizona",3734,288
1400000US04013813500,4013813500,"Census Tract 8135, Maricopa County, Arizona",3462,370
1400000US04013813600,4013813600,"Census Tract 8136, Maricopa County, Arizona",3344,288
1400000US04013813700,4013813700,"Census Tract 8137, Maricopa County, Arizona",2423,237
1400000US04013813800,4013813800,"Census Tract 8138, Maricopa County, Arizona",2635,204
1400000US04013813900,4013813900,"Census Tract 8139, Maricopa County, Arizona",5712,460
1400000US04013814000,4013814000,"Census Tract 8140, Maricopa County, Arizona",2416,212
1400000US04013814100,4013814100,"Census Tract 8141, Maricopa County, Arizona",5995,487
1400000US04013814200,4013814200,"Census Tract 8142, Maricopa County, Arizona",2524,210
1400000US04013814300,4013814300,"Census Tract 8143, Maricopa County, Arizona",4256,436
1400000US04013814400,4013814400,"Census Tract 8144, Maricopa County, Arizona",4890,460
1400000US04013814500,4013814500,"Census Tract 8145, Maricopa County, Arizona",5290,355
1400000US04013814600,4013814600,"Census Tract 8146, Maricopa County, Arizona",4728,357
1400000US04013814700,4013814700,"Census Tract 8147, Maricopa County, Arizona",4520,372
1400000US04013814800,4013814800,"Census Tract 8148, Maricopa County, Arizona",6784,776
