AFFGEOID,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1400000US04013104203,4013104203,"Census Tract 1042.03, Maricopa County, Arizona",5738,448
1400000US04013104204,4013104204,"Census Tract 1042.04, Maricopa County, Arizona",3160,370
1400000US04013104205,4013104205,"Census Tract 1042.05, Maricopa County, Arizona",5247,770
1400000US04013104206,4013104206,"Census Tract 1042.06, Maricopa County, Arizona",3950,326
1400000US04013104207,4013104207,"Census Tract 1042.07, Maricopa County, Arizona",4385,370
1400000US04013104212,4013104212,"Census Tract 1042.12, Maricopa County, Arizona",6534,627
1400000US04013104214,4013104214,"Census Tract 1042.14, Maricopa County, Arizona",2364,149
1400000US04013104215,4013104215,"Census Tract 1042.15, Maricopa County, Arizona",4299,409
1400000US04013104216,4013104216,"Census Tract 1042.16, Maricopa County, Arizona",4931,435
1400000US04013104217,4013104217,"Census Tract 1042.17, Maricopa County, Arizona",5286,515
1400000US04013104218,4013104218,"Census Tract 1042.18, Maricopa County, Arizona",3580,376
1400000US04013104219,4013104219,"Census Tract 1042.19, Maricopa County, Arizona",3318,278
1400000US04013104221,4013104221,"Census Tract 1042.21, Maricopa County, Arizona",6053,434
1400000US04013104222,4013104222,"Census Tract 1042.22, Maricopa County, Arizona",5855,588
1400000US04013104223,4013104223,"Census Tract 1042.23, Maricopa County, Arizona",2063,160
1400000US04013104224,4013104224,"Census Tract 1042.24, Maricopa County, Arizona",6059,538
1400000US04013104225,4013104225,"Census Tract 1042.25, Maricopa County, Arizona",3795,353
1400000US04013104226,4013104226,"Census Tract 1042.26, Maricopa County, Arizona",4307,327
1400000US04013104227,4013104227,"Census Tract 1042.27, Maricopa County, Arizona",2001,333
1400000US04013104301,4013104301,"Census Tract 1043.01, Maricopa County, Arizona",3806,454
1400000US04013104302,4013104302,"Census Tract 1043.02, Maricopa County, Arizona",3097,477
1400000US04013104401,4013104401,"Census Tract 1044.01, Maricopa County, Arizona",4484,570
1400000US04013104402,4013104402,"Census Tract 1044.02, Maricopa County, Arizona",2917,451
1400000US04013104501,4013104501,"Census Tract 1045.01, Maricopa County, Arizona",3081,431
1400000US04013104502,4013104502,"Census Tract 1045.02, Maricopa County, Arizona",5280,713
1400000US04013104600,4013104600,"Census Tract 1046, Maricopa County, Arizona",4503,568
1400000US04013104701,4013104701,"Census Tract 1047.01, Maricopa County, Arizona",2473,473
1400000US04013104702,4013104702,"Census Tract 1047.02, Maricopa County, Arizona",3949,527
1400000US04013104801,4013104801,"Census Tract 1048.01, Maricopa County, Arizona",3359,385
1400000US04013104802,4013104802,"Census Tract 1048.02, Maricopa County, Arizona",5577,399
1400000US04013104900,4013104900,"Census Tract 1049, Maricopa County, Arizona",4309,317
1400000US04013105002,4013105002,"Census Tract 1050.02, Maricopa County, Arizona",2815,249
1400000US04013105003,4013105003,"Census Tract 1050.03, Maricopa County, Arizona",4786,291
1400000US04013105004,4013105004,"Census Tract 1050.04, Maricopa County, Arizona",3307,327
1400000US04013105101,4013105101,"Census Tract 1051.01, Maricopa County, Arizona",4126,314
1400000US04013105102,4013105102,"Census Tract 1051.02, Maricopa County, Arizona",3993,348
1400000US04013105103,4013105103,"Census Tract 1051.03, Maricopa County, Arizona",2882,253
1400000US04013105200,4013105200,"Census Tract 1052, Maricopa County, Arizona",6815,757
1400000US04013105300,4013105300,"Census Tract 1053, Maricopa County, Arizona",4965,691
1400000US04013105400,4013105400,"Census Tract 1054, Maricopa County, Arizona",3493,285
1400000US04013105501,4013105501,"Census Tract 1055.01, Maricopa County, Arizona",2608,342
1400000US04013105502,4013105502,"Census Tract 1055.02, Maricopa County, Arizona",1796,285
1400000US04013105503,4013105503,"Census Tract 1055.03, Maricopa County, Arizona",3074,408
1400000US04013105601,4013105601,"Census Tract 1056.01, Maricopa County, Arizona",4356,471
1400000US04013105602,4013105602,"Census Tract 1056.02, Maricopa County, Arizona",7079,827
1400000US04013105701,4013105701,"Census Tract 1057.01, Maricopa County, Arizona",3100,450
1400000US04013105702,4013105702,"Census Tract 1057.02, Maricopa County, Arizona",3698,352
1400000US04013105800,4013105800,"Census Tract 1058, Maricopa County, Arizona",6874,628
1400000US04013105900,4013105900,"Census Tract 1059, Maricopa County, Arizona",5568,568
1400000US04013106001,4013106001,"Census Tract 1060.01, Maricopa County, Arizona",1608,301
1400000US04013106002,4013106002,"Census Tract 1060.02, Maricopa County, Arizona",1896,295
1400000US04013106003,4013106003,"Census Tract 1060.03, Maricopa County, Arizona",2815,384
1400000US04013106100,4013106100,"Census Tract 1061, Maricopa County, Arizona",4844,474
1400000US04013106200,4013106200,"Census Tract 1062, Maricopa County, Arizona",3492,446
1400000US04013106300,4013106300,"Census Tract 1063, Maricopa County, Arizona",4607,536
1400000US04013106400,4013106400,"Census Tract 1064, Maricopa County, Arizona",3021,285
1400000US04013106501,4013106501,"Census Tract 1065.01, Maricopa County, Arizona",3305,338
1400000US04013106502,4013106502,"Census Tract 1065.02, Maricopa County, Arizona",3413,318
1400000US04013106600,4013106600,"Census Tract 1066, Maricopa County, Arizona",3541,313
1400000US04013106701,4013106701,"Census Tract 1067.01, Maricopa County, Arizona",3610,725
1400000US04013106702,4013106702,"Census Tract 1067.02, Maricopa County, Arizona",1498,299
1400000US04013106703,4013106703,"Census Tract 1067.03, Maricopa County, Arizona",2186,204
1400000US04013106801,4013106801,"Census Tract 1068.01, Maricopa County, Arizona",3596,441
1400000US04013106802,4013106802,"Census Tract 1068.02, Maricopa County, Arizona",3526,377
1400000US04013106900,4013106900,"Census Tract 1069, Maricopa County, Arizona",7709,944
1400000US04013107000,4013107000,"Census Tract 1070, Maricopa County, Arizona",7276,1130
1400000US04013107101,4013107101,"Census Tract 1071.01, Maricopa County, Arizona",4620,545
1400000US04013107102,4013107102,"Census Tract 1071.02, Maricopa County, Arizona",5240,686
1400000US04013107201,4013107201,"Census Tract 1072.01, Maricopa County, Arizona",3722,576
1400000US04013107202,4013107202,"Census Tract 1072.02, Maricopa County, Arizona",5304,725
1400000US04013107300,4013107300,"Census Tract 1073, Maricopa County, Arizona",6668,725
1400000US04013107400,4013107400,"Census Tract 1074, Maricopa County, Arizona",7417,912
1400000US04013107500,4013107500,"Census Tract 1075, Maricopa County, Arizona",3519,314
1400000US04013107601,4013107601,"Census Tract 1076.01, Maricopa County, Arizona",3354,363
1400000US04013107602,4013107602,"Census Tract 1076.02, Maricopa County, Arizona",2874,261
1400000US04013107700,4013107700,"Census Tract 1077, Maricopa County, Arizona",3177,602
1400000US04013107800,4013107800,"Census Tract 1078, Maricopa County, Arizona",2596,234
1400000US04013107900,4013107900,"Census Tract 1079, Maricopa County, Arizona",3787,299
1400000US04013108000,4013108000,"Census Tract 1080, Maricopa County, Arizona",3530,313
1400000US04013108100,4013108100,"Census Tract 1081, Maricopa County, Arizona",1849,132
1400000US04013108200,4013108200,"Census Tract 1082, Maricopa County, Arizona",3425,371
1400000US04013108301,4013108301,"Census Tract 1083.01, Maricopa County, Arizona",3719,347
1400000US04013108302,4013108302,"Census Tract 1083.02, Maricopa County, Arizona",2847,295
1400000US04013108400,4013108400,"Census Tract 1084, Maricopa County, Arizona",4799,746
1400000US04013108501,4013108501,"Census Tract 1085.01, Maricopa County, Arizona",2583,308
1400000US04013108502,4013108502,"Census Tract 1085.02, Maricopa County, Arizona",3800,431
1400000US04013108601,4013108601,"Census Tract 1086.01, Maricopa County, Arizona",2600,605
1400000US04013108602,4013108602,"Census Tract 1086.02, Maricopa County, Arizona",4363,579
1400000US04013108802,4013108802,"Census Tract 1088.02, Maricopa County, Arizona",1802,230
1400000US04013108901,4013108901,"Census Tract 1089.01, Maricopa County, Arizona",2966,315
1400000US04013108902,4013108902,"Census Tract 1089.02, Maricopa County, Arizona",4655,554
1400000US04013109001,4013109001,"Census Tract 1090.01, Maricopa County, Arizona",5222,559
1400000US04013109002,4013109002,"Census Tract 1090.02, Maricopa County, Arizona",4259,644
1400000US04013109003,4013109003,"Census Tract 1090.03, Maricopa County, Arizona",5711,944
1400000US04013109101,4013109101,"Census Tract 1091.01, Maricopa County, Arizona",3466,326
1400000US04013109102,4013109102,"Census Tract 1091.02, Maricopa County, Arizona",5629,599
1400000US04013109200,4013109200,"Census Tract 1092, Maricopa County, Arizona",3827,524
1400000US04013109300,4013109300,"Census Tract 1093, Maricopa County, Arizona",4801,566
1400000US04013109400,4013109400,"Census Tract 1094, Maricopa County, Arizona",7381,1612
1400000US04013109500,4013109500,"Census Tract 1095, Maricopa County, Arizona",5377,767
1400000US04013109601,4013109601,"Census Tract 1096.01, Maricopa County, Arizona",5477,450
1400000US04013109602,4013109602,"Census Tract 1096.02, Maricopa County, Arizona",6493,687
1400000US04013109603,4013109603,"Census Tract 1096.03, Maricopa County, Arizona",5129,653
1400000US04013109604,4013109604,"Census Tract 1096.04, Maricopa County, Arizona",3949,482
1400000US04013109701,4013109701,"Census Tract 1097.01, Maricopa County, Arizona",8039,717
1400000US04013109702,4013109702,"Census Tract 1097.02, Maricopa County, Arizona",5457,545
1400000US04013109703,4013109703,"Census Tract 1097.03, Maricopa County, Arizona",2939,357
1400000US04013109704,4013109704,"Census Tract 1097.04, Maricopa County, Arizona",3047,280
1400000US04013109705,4013109705,"Census Tract 1097.05, Maricopa County, Arizona",1970,296
1400000US04013109801,4013109801,"Census Tract 1098.01, Maricopa County, Arizona",4080,343
1400000US04013109802,4013109802,"Census Tract 1098.02, Maricopa County, Arizona",4824,549
1400000US04013109900,4013109900,"Census Tract 1099, Maricopa County, Arizona",7051,738
1400000US04013110001,4013110001,"Census Tract 1100.01, Maricopa County, Arizona",3961,479
1400000US04013110002,4013110002,"Census Tract 1100.02, Maricopa County, Arizona",3923,504
1400000US04013110100,4013110100,"Census Tract 1101, Maricopa County, Arizona",6801,623
1400000US04013110400,4013110400,"Census Tract 1104, Maricopa County, Arizona",5089,718
1400000US04013110501,4013110501,"Census Tract 1105.01, Maricopa County, Arizona",3029,288
1400000US04013110502,4013110502,"Census Tract 1105.02, Maricopa County, Arizona",2577,203
1400000US04013110600,4013110600,"Census Tract 1106, Maricopa County, Arizona",4226,667
1400000US04013110701,4013110701,"Census Tract 1107.01, Maricopa County, Arizona",2431,348
1400000US04013110702,4013110702,"Census Tract 1107.02, Maricopa County, Arizona",3550,466
1400000US04013110801,4013110801,"Census Tract 1108.01, Maricopa County, Arizona",4826,657
1400000US04013110802,4013110802,"Census Tract 1108.02, Maricopa County, Arizona",2269,253
1400000US04013110901,4013110901,"Census Tract 1109.01, Maricopa County, Arizona",3211,316
1400000US04013110902,4013110902,"Census Tract 1109.02, Maricopa County, Arizona",5223,747
1400000US04013111000,4013111000,"Census Tract 1110, Maricopa County, Arizona",4671,483
1400000US04013111100,4013111100,"Census Tract 1111, Maricopa County, Arizona",4110,406
1400000US04013111201,4013111201,"Census Tract 1112.01, Maricopa County, Arizona",5720,812
1400000US04013111202,4013111202,"Census Tract 1112.02, Maricopa County, Arizona",1543,243
1400000US04013111203,4013111203,"Census Tract 1112.03, Maricopa County, Arizona",1456,172
1400000US04013111204,4013111204,"Census Tract 1112.04, Maricopa County, Arizona",2150,238
1400000US04013111300,4013111300,"Census Tract 1113, Maricopa County, Arizona",5285,818
1400000US04013111401,4013111401,"Census Tract 1114.01, Maricopa County, Arizona",5005,616
1400000US04013111402,4013111402,"Census Tract 1114.02, Maricopa County, Arizona",4202,509
1400000US04013111501,4013111501,"Census Tract 1115.01, Maricopa County, Arizona",1956,336
1400000US04013111502,4013111502,"Census Tract 1115.02, Maricopa County, Arizona",6194,618
1400000US04013111601,4013111601,"Census Tract 1116.01, Maricopa County, Arizona",3158,363
1400000US04013111602,4013111602,"Census Tract 1116.02, Maricopa County, Arizona",4848,639
1400000US04013111700,4013111700,"Census Tract 1117, Maricopa County, Arizona",5676,675
1400000US04013111800,4013111800,"Census Tract 1118, Maricopa County, Arizona",3705,364
1400000US04013111900,4013111900,"Census Tract 1119, Maricopa County, Arizona",2380,253
1400000US04013112100,4013112100,"Census Tract 1121, Maricopa County, Arizona",4099,515
1400000US04013112201,4013112201,"Census Tract 1122.01, Maricopa County, Arizona",3871,496
1400000US04013112202,4013112202,"Census Tract 1122.02, Maricopa County, Arizona",4377,594
1400000US04013112301,4013112301,"Census Tract 1123.01, Maricopa County, Arizona",5412,503
1400000US04013112302,4013112302,"Census Tract 1123.02, Maricopa County, Arizona",7569,703
1400000US04013112401,4013112401,"Census Tract 1124.01, Maricopa County, Arizona",6979,813
1400000US04013112402,4013112402,"Census Tract 1124.02, Maricopa County, Arizona",5187,609
1400000US04013112502,4013112502,"Census Tract 1125.02, Maricopa County, Arizona",6256,674
1400000US04013112503,4013112503,"Census Tract 1125.03, Maricopa County, Arizona",8449,750
1400000US04013112504,4013112504,"Census Tract 1125.04, Maricopa County, Arizona",3829,316
1400000US04013112505,4013112505,"Census Tract 1125.05, Maricopa County, Arizona",8743,860
1400000US04013112507,4013112507,"Census Tract 1125.07, Maricopa County, Arizona",2648,318
1400000US04013112508,4013112508,"Census Tract 1125.08, Maricopa County, Arizona",2042,236
1400000US04013112509,4013112509,"Census Tract 1125.09, Maricopa County, Arizona",8694,902
1400000US04013112510,4013112510,"Census Tract 1125.10, Maricopa County, Arizona",4585,706
1400000US04013112511,4013112511,"Census Tract 1125.11, Maricopa County, Arizona",6981,982
1400000US04013112512,4013112512,"Census Tract 1125.12, Maricopa County, Arizona",1817,298
1400000US04013112513,4013112513,"Census Tract 1125.13, Maricopa County, Arizona",8306,831
1400000US04013112514,4013112514,"Census Tract 1125.14, Maricopa County, Arizona",4379,1050
1400000US04013112601,4013112601,"Census Tract 1126.01, Maricopa County, Arizona",2752,321
1400000US04013112602,4013112602,"Census Tract 1126.02, Maricopa County, Arizona",7418,671
1400000US04013112700,4013112700,"Census Tract 1127, Maricopa County, Arizona",6109,702
1400000US04013112900,4013112900,"Census Tract 1129, Maricopa County, Arizona",4794,713
1400000US04013113000,4013113000,"Census Tract 1130, Maricopa County, Arizona",1883,271
1400000US04013113100,4013113100,"Census Tract 1131, Maricopa County, Arizona",2627,347
1400000US04013113201,4013113201,"Census Tract 1132.01, Maricopa County, Arizona",2870,333
1400000US04013113202,4013113202,"Census Tract 1132.02, Maricopa County, Arizona",2124,365
1400000US04013113203,4013113203,"Census Tract 1132.03, Maricopa County, Arizona",2368,326
1400000US04013113300,4013113300,"Census Tract 1133, Maricopa County, Arizona",5619,742
1400000US04013113400,4013113400,"Census Tract 1134, Maricopa County, Arizona",333,121
1400000US04013113501,4013113501,"Census Tract 1135.01, Maricopa County, Arizona",4111,612
1400000US04013113502,4013113502,"Census Tract 1135.02, Maricopa County, Arizona",2649,310
1400000US04013113601,4013113601,"Census Tract 1136.01, Maricopa County, Arizona",4057,368
1400000US04013113602,4013113602,"Census Tract 1136.02, Maricopa County, Arizona",3626,464
1400000US04013113700,4013113700,"Census Tract 1137, Maricopa County, Arizona",7587,1171
1400000US04013113801,4013113801,"Census Tract 1138.01, Maricopa County, Arizona",1902,311
1400000US04013113802,4013113802,"Census Tract 1138.02, Maricopa County, Arizona",0,13
1400000US04013113900,4013113900,"Census Tract 1139, Maricopa County, Arizona",1040,263
1400000US04013114000,4013114000,"Census Tract 1140, Maricopa County, Arizona",1897,201
1400000US04013114100,4013114100,"Census Tract 1141, Maricopa County, Arizona",1828,312
1400000US04013114200,4013114200,"Census Tract 1142, Maricopa County, Arizona",1483,256
1400000US04013114301,4013114301,"Census Tract 1143.01, Maricopa County, Arizona",1308,648
1400000US04013114302,4013114302,"Census Tract 1143.02, Maricopa County, Arizona",2730,374
1400000US04013114401,4013114401,"Census Tract 1144.01, Maricopa County, Arizona",1938,299
1400000US04013114402,4013114402,"Census Tract 1144.02, Maricopa County, Arizona",1821,245
1400000US04013114500,4013114500,"Census Tract 1145, Maricopa County, Arizona",3798,623
1400000US04013114600,4013114600,"Census Tract 1146, Maricopa County, Arizona",2044,300
1400000US04013114703,4013114703,"Census Tract 1147.03, Maricopa County, Arizona",5382,1111
1400000US04013114800,4013114800,"Census Tract 1148, Maricopa County, Arizona",3545,521
1400000US04013114900,4013114900,"Census Tract 1149, Maricopa County, Arizona",2769,446
1400000US04013115200,4013115200,"Census Tract 1152, Maricopa County, Arizona",2653,377
1400000US04013115300,4013115300,"Census Tract 1153, Maricopa County, Arizona",2915,470
1400000US04013115400,4013115400,"Census Tract 1154, Maricopa County, Arizona",2634,393
1400000US04013115500,4013115500,"Census Tract 1155, Maricopa County, Arizona",3789,512
1400000US04013115600,4013115600,"Census Tract 1156, Maricopa County, Arizona",4759,535
1400000US04013115700,4013115700,"Census Tract 1157, Maricopa County, Arizona",6474,638
1400000US04013115801,4013115801,"Census Tract 1158.01, Maricopa County, Arizona",4516,532
1400000US04013115802,4013115802,"Census Tract 1158.02, Maricopa County, Arizona",3461,403
1400000US04013115900,4013115900,"Census Tract 1159, Maricopa County, Arizona",5110,558
1400000US04013116000,4013116000,"Census Tract 1160, Maricopa County, Arizona",4789,645
1400000US04013116100,4013116100,"Census Tract 1161, Maricopa County, Arizona",3997,518
1400000US04013116202,4013116202,"Census Tract 1162.02, Maricopa County, Arizona",5173,747
1400000US04013116203,4013116203,"Census Tract 1162.03, Maricopa County, Arizona",4599,479
1400000US04013116204,4013116204,"Census Tract 1162.04, Maricopa County, Arizona",3332,351
1400000US04013116205,4013116205,"Census Tract 1162.05, Maricopa County, Arizona",4945,500
1400000US04013116300,4013116300,"Census Tract 1163, Maricopa County, Arizona",6869,714
1400000US04013116400,4013116400,"Census Tract 1164, Maricopa County, Arizona",5838,781
1400000US04013116500,4013116500,"Census Tract 1165, Maricopa County, Arizona",5267,667
1400000US04013116602,4013116602,"Census Tract 1166.02, Maricopa County, Arizona",8612,863
1400000US04013116603,4013116603,"Census Tract 1166.03, Maricopa County, Arizona",6367,854
1400000US04013116604,4013116604,"Census Tract 1166.04, Maricopa County, Arizona",4065,742
1400000US04013116605,4013116605,"Census Tract 1166.05, Maricopa County, Arizona",5230,604
1400000US04013116606,4013116606,"Census Tract 1166.06, Maricopa County, Arizona",6431,784
1400000US04013116607,4013116607,"Census Tract 1166.07, Maricopa County, Arizona",2943,759
1400000US04013116608,4013116608,"Census Tract 1166.08, Maricopa County, Arizona",3345,632
1400000US04013116609,4013116609,"Census Tract 1166.09, Maricopa County, Arizona",3702,397
1400000US04013116610,4013116610,"Census Tract 1166.10, Maricopa County, Arizona",5341,555
1400000US04013116611,4013116611,"Census Tract 1166.11, Maricopa County, Arizona",3611,536
1400000US04013116612,4013116612,"Census Tract 1166.12, Maricopa County, Arizona",5268,565
1400000US04013116613,4013116613,"Census Tract 1166.13, Maricopa County, Arizona",5931,953
1400000US04013116702,4013116702,"Census Tract 1167.02, Maricopa County, Arizona",7708,912
1400000US04013116703,4013116703,"Census Tract 1167.03, Maricopa County, Arizona",4038,618
1400000US04013116704,4013116704,"Census Tract 1167.04, Maricopa County, Arizona",7023,650
1400000US04013116707,4013116707,"Census Tract 1167.07, Maricopa County, Arizona",2640,153
1400000US04013116708,4013116708,"Census Tract 1167.08, Maricopa County, Arizona",5334,408
1400000US04013116709,4013116709,"Census Tract 1167.09, Maricopa County, Arizona",1828,247
1400000US04013116710,4013116710,"Census Tract 1167.10, Maricopa County, Arizona",4410,362
1400000US04013116711,4013116711,"Census Tract 1167.11, Maricopa County, Arizona",2014,284
1400000US04013116712,4013116712,"Census Tract 1167.12, Maricopa County, Arizona",6475,593
1400000US04013116713,4013116713,"Census Tract 1167.13, Maricopa County, Arizona",6258,540
1400000US04013116714,4013116714,"Census Tract 1167.14, Maricopa County, Arizona",3771,210
1400000US04013116715,4013116715,"Census Tract 1167.15, Maricopa County, Arizona",1987,124
1400000US04013116717,4013116717,"Census Tract 1167.17, Maricopa County, Arizona",4060,435
1400000US04013116718,4013116718,"Census Tract 1167.18, Maricopa County, Arizona",2807,276
1400000US04013116719,4013116719,"Census Tract 1167.19, Maricopa County, Arizona",6855,583
1400000US04013116720,4013116720,"Census Tract 1167.20, Maricopa County, Arizona",3720,310
1400000US04013116721,4013116721,"Census Tract 1167.21, Maricopa County, Arizona",3617,226
1400000US04013116725,4013116725,"Census Tract 1167.25, Maricopa County, Arizona",4914,258
1400000US04013116727,4013116727,"Census Tract 1167.27, Maricopa County, Arizona",3766,249
1400000US04013116728,4013116728,"Census Tract 1167.28, Maricopa County, Arizona",4836,236
1400000US04013116729,4013116729,"Census Tract 1167.29, Maricopa County, Arizona",4313,241
1400000US04013116730,4013116730,"Census Tract 1167.30, Maricopa County, Arizona",1954,190
1400000US04013116731,4013116731,"Census Tract 1167.31, Maricopa County, Arizona",3250,228
1400000US04013116732,4013116732,"Census Tract 1167.32, Maricopa County, Arizona",3453,643
1400000US04013116733,4013116733,"Census Tract 1167.33, Maricopa County, Arizona",330,135
1400000US04013116800,4013116800,"Census Tract 1168, Maricopa County, Arizona",2701,418
1400000US04013116900,4013116900,"Census Tract 1169, Maricopa County, Arizona",2284,423
1400000US04013117000,4013117000,"Census Tract 1170, Maricopa County, Arizona",5801,618
1400000US04013117100,4013117100,"Census Tract 1171, Maricopa County, Arizona",2809,400
1400000US04013117200,4013117200,"Census Tract 1172, Maricopa County, Arizona",1330,435
1400000US04013117300,4013117300,"Census Tract 1173, Maricopa County, Arizona",1222,236
1400000US04013216806,4013216806,"Census Tract 2168.06, Maricopa County, Arizona",2888,279
1400000US04013216807,4013216807,"Census Tract 2168.07, Maricopa County, Arizona",5192,376
1400000US04013216809,4013216809,"Census Tract 2168.09, Maricopa County, Arizona",5174,426
1400000US04013216810,4013216810,"Census Tract 2168.10, Maricopa County, Arizona",1179,145
1400000US04013216813,4013216813,"Census Tract 2168.13, Maricopa County, Arizona",4215,424
1400000US04013216816,4013216816,"Census Tract 2168.16, Maricopa County, Arizona",5590,465
1400000US04013216818,4013216818,"Census Tract 2168.18, Maricopa County, Arizona",6530,591
1400000US04013216819,4013216819,"Census Tract 2168.19, Maricopa County, Arizona",6333,441
1400000US04013216820,4013216820,"Census Tract 2168.20, Maricopa County, Arizona",4505,346
1400000US04013216821,4013216821,"Census Tract 2168.21, Maricopa County, Arizona",5699,550
1400000US04013216822,4013216822,"Census Tract 2168.22, Maricopa County, Arizona",3820,294
1400000US04013216826,4013216826,"Census Tract 2168.26, Maricopa County, Arizona",4846,419
1400000US04013216829,4013216829,"Census Tract 2168.29, Maricopa County, Arizona",4963,364
1400000US04013216830,4013216830,"Census Tract 2168.30, Maricopa County, Arizona",3175,426
1400000US04013216831,4013216831,"Census Tract 2168.31, Maricopa County, Arizona",2663,326
1400000US04013216832,4013216832,"Census Tract 2168.32, Maricopa County, Arizona",1741,239
1400000US04013216833,4013216833,"Census Tract 2168.33, Maricopa County, Arizona",4231,484
1400000US04013216834,4013216834,"Census Tract 2168.34, Maricopa County, Arizona",2064,221
1400000US04013216835,4013216835,"Census Tract 2168.35, Maricopa County, Arizona",2159,245
1400000US04013216836,4013216836,"Census Tract 2168.36, Maricopa County, Arizona",3387,336
1400000US04013216837,4013216837,"Census Tract 2168.37, Maricopa County, Arizona",5162,532
1400000US04013216838,4013216838,"Census Tract 2168.38, Maricopa County, Arizona",4642,369
1400000US04013216839,4013216839,"Census Tract 2168.39, Maricopa County, Arizona",3915,343
1400000US04013216840,4013216840,"Census Tract 2168.40, Maricopa County, Arizona",4655,271
1400000US04013216841,4013216841,"Census Tract 2168.41, Maricopa County, Arizona",3625,405
1400000US04013216842,4013216842,"Census Tract 2168.42, Maricopa County, Arizona",3881,333
1400000US04013216843,4013216843,"Census Tract 2168.43, Maricopa County, Arizona",3202,373
1400000US04013216844,4013216844,"Census Tract 2168.44, Maricopa County, Arizona",3537,563
1400000US04013216845,4013216845,"Census Tract 2168.45, Maricopa County, Arizona",2007,307
1400000US04013216846,4013216846,"Census Tract 2168.46, Maricopa County, Arizona",7021,439
1400000US04013216847,4013216847,"Census Tract 2168.47, Maricopa County, Arizona",6043,448
1400000US04013216848,4013216848,"Census Tract 2168.48, Maricopa County, Arizona",5780,440
1400000US04013216849,4013216849,"Census Tract 2168.49, Maricopa County, Arizona",6296,607
1400000US04013216850,4013216850,"Census Tract 2168.50, Maricopa County, Arizona",3897,570
1400000US04013216851,4013216851,"Census Tract 2168.51, Maricopa County, Arizona",3642,503
1400000US04013216852,4013216852,"Census Tract 2168.52, Maricopa County, Arizona",3436,429
1400000US04013216853,4013216853,"Census Tract 2168.53, Maricopa County, Arizona",4947,382
1400000US04013216901,4013216901,"Census Tract 2169.01, Maricopa County, Arizona",2624,352
1400000US04013216902,4013216902,"Census Tract 2169.02, Maricopa County, Arizona",3726,281
1400000US04013217001,4013217001,"Census Tract 2170.01, Maricopa County, Arizona",4710,430
1400000US04013217002,4013217002,"Census Tract 2170.02, Maricopa County, Arizona",5531,492
1400000US04013217101,4013217101,"Census Tract 2171.01, Maricopa County, Arizona",2789,230
1400000US04013217102,4013217102,"Census Tract 2171.02, Maricopa County, Arizona",2786,219
1400000US04013217201,4013217201,"Census Tract 2172.01, Maricopa County, Arizona",1446,242
1400000US04013217203,4013217203,"Census Tract 2172.03, Maricopa County, Arizona",3316,415
1400000US04013217204,4013217204,"Census Tract 2172.04, Maricopa County, Arizona",3212,411
1400000US04013217300,4013217300,"Census Tract 2173, Maricopa County, Arizona",2920,401
1400000US04013217400,4013217400,"Census Tract 2174, Maricopa County, Arizona",3405,293
1400000US04013217501,4013217501,"Census Tract 2175.01, Maricopa County, Arizona",3551,488
1400000US04013217502,4013217502,"Census Tract 2175.02, Maricopa County, Arizona",3058,479
1400000US04013217600,4013217600,"Census Tract 2176, Maricopa County, Arizona",4865,587
1400000US04013217700,4013217700,"Census Tract 2177, Maricopa County, Arizona",4456,324
1400000US04013217800,4013217800,"Census Tract 2178, Maricopa County, Arizona",7415,716
1400000US04013217900,4013217900,"Census Tract 2179, Maricopa County, Arizona",4184,395
1400000US04013218000,4013218000,"Census Tract 2180, Maricopa County, Arizona",5918,555
1400000US04013218100,4013218100,"Census Tract 2181, Maricopa County, Arizona",1920,249
1400000US04013218200,4013218200,"Census Tract 2182, Maricopa County, Arizona",5646,527
1400000US04013218300,4013218300,"Census Tract 2183, Maricopa County, Arizona",3774,535
1400000US04013318400,4013318400,"Census Tract 3184, Maricopa County, Arizona",4064,720
1400000US04013318501,4013318501,"Census Tract 3185.01, Maricopa County, Arizona",3556,315
1400000US04013318700,4013318700,"Census Tract 3187, Maricopa County, Arizona",3121,577
1400000US04013318800,4013318800,"Census Tract 3188, Maricopa County, Arizona",6270,725
1400000US04013318900,4013318900,"Census Tract 3189, Maricopa County, Arizona",6369,923
1400000US04013319000,4013319000,"Census Tract 3190, Maricopa County, Arizona",8184,1080
1400000US04013319101,4013319101,"Census Tract 3191.01, Maricopa County, Arizona",2743,424
1400000US04013319103,4013319103,"Census Tract 3191.03, Maricopa County, Arizona",4382,606
1400000US04013319104,4013319104,"Census Tract 3191.04, Maricopa County, Arizona",5639,789
1400000US04013319201,4013319201,"Census Tract 3192.01, Maricopa County, Arizona",5017,586
1400000US04013319202,4013319202,"Census Tract 3192.02, Maricopa County, Arizona",3560,487
1400000US04013319300,4013319300,"Census Tract 3193, Maricopa County, Arizona",2688,268
1400000US04013319401,4013319401,"Census Tract 3194.01, Maricopa County, Arizona",5910,569
1400000US04013319402,4013319402,"Census Tract 3194.02, Maricopa County, Arizona",4187,337
1400000US04013319403,4013319403,"Census Tract 3194.03, Maricopa County, Arizona",4833,430
1400000US04013319404,4013319404,"Census Tract 3194.04, Maricopa County, Arizona",3501,339
1400000US04013319500,4013319500,"Census Tract 3195, Maricopa County, Arizona",5677,563
1400000US04013319600,4013319600,"Census Tract 3196, Maricopa County, Arizona",6293,599
