AFFGEOID,GEOID,GEO.display-label,pop,margin
1400000US04013103608,4.0E+09,"Census Tract 1036.08, Maricopa County, Arizona",3700,389
1400000US04013103609,4.0E+09,"Census Tract 1036.09, Maricopa County, Arizona",5141,471
1400000US04013103611,4.0E+09,"Census Tract 1036.11, Maricopa County, Arizona",5023,518
1400000US04013103612,4.0E+09,"Census Tract 1036.12, Maricopa County, Arizona",5218,458
1400000US04013103614,4.0E+09,"Census Tract 1036.14, Maricopa County, Arizona",3243,368
1400000US04013103615,4.0E+09,"Census Tract 1036.15, Maricopa County, Arizona",4778,543
1400000US04013103701,4.0E+09,"Census Tract 1037.01, Maricopa County, Arizona",4224,523
1400000US04013103702,4.0E+09,"Census Tract 1037.02, Maricopa County, Arizona",3255,462
1400000US04013103900,4.0E+09,"Census Tract 1039, Maricopa County, Arizona",6401,638
1400000US04013104000,4.0E+09,"Census Tract 1040, Maricopa County, Arizona",6845,653
1400000US04013104100,4.0E+09,"Census Tract 1041, Maricopa County, Arizona",6374,667
1400000US04013104202,4.0E+09,"Census Tract 1042.02, Maricopa County, Arizona",5306,431
1400000US04013104203,4.0E+09,"Census Tract 1042.03, Maricopa County, Arizona",5738,448
1400000US04013104204,4.0E+09,"Census Tract 1042.04, Maricopa County, Arizona",3160,370
1400000US04013104205,4.0E+09,"Census Tract 1042.05, Maricopa County, Arizona",5247,770
1400000US04013104206,4.0E+09,"Census Tract 1042.06, Maricopa County, Arizona",3950,326
1400000US04013104207,4.0E+09,"Census Tract 1042.07, Maricopa County, Arizona",4385,370
1400000US04013104212,4.0E+09,"Census Tract 1042.12, Maricopa County, Arizona",6534,627
1400000US04013104214,4.0E+09,"Census Tract 1042.14, Maricopa County, Arizona",2364,149
1400000US04013104215,4.0E+09,"Census Tract 1042.15, Maricopa County, Arizona",4299,409
1400000US04013104216,4.0E+09,"Census Tract 1042.16, Maricopa County, Arizona",4931,435
1400000US04013104217,4.0E+09,"Census Tract 1042.17, Maricopa County, Arizona",5286,515
1400000US04013104218,4.0E+09,"Census Tract 1042.18, Maricopa County, Arizona",3580,376
1400000US04013104219,4.0E+09,"Census Tract 1042.19, Maricopa County, Arizona",3318,278
1400000US04013104221,4.0E+09,"Census Tract 1042.21, Maricopa County, Arizona",6053,434
1400000US04013104222,4.0E+09,"Census Tract 1042.22, Maricopa County, Arizona",5855,588
1400000US04013104223,4.0E+09,"Census Tract 1042.23, Maricopa County, Arizona",2063,160
1400000US04013104224,4.0E+09,"Census Tract 1042.24, Maricopa County, Arizona",6059,538
1400000US04013104225,4.0E+09,"Census Tract 1042.25, Maricopa County, Arizona",3795,353
1400000US04013104226,4.0E+09,"Census Tract 1042.26, Maricopa County, Arizona",4307,327
1400000US04013104227,4.0E+09,"Census Tract 1042.27, Maricopa County, Arizona",2001,333
1400000US04013104301,4.0E+09,"Census Tract 1043.01, Maricopa County, Arizona",3806,454
1400000US04013104302,4.0E+09,"Census Tract 1043.02, Maricopa County, Arizona",3097,477
1400000US04013104401,4.0E+09,"Census Tract 1044.01, Maricopa County, Arizona",4484,570
1400000US04013104402,4.0E+09,"Census Tract 1044.02, Maricopa County, Arizona",2917,451
1400000US04013104501,4.0E+09,"Census Tract 1045.01, Maricopa County, Arizona",3081,431
1400000US04013104502,4.0E+09,"Census Tract 1045.02, Maricopa County, Arizona",5280,713
1400000US04013104600,4.0E+09,"Census Tract 1046, Maricopa County, Arizona",4503,568
1400000US04013104701,4.0E+09,"Census Tract 1047.01, Maricopa County, Arizona",2473,473
1400000US04013104702,4.0E+09,"Census Tract 1047.02, Maricopa County, Arizona",3949,527
1400000US04013104801,4.0E+09,"Census Tract 1048.01, Maricopa County, Arizona",3359,385
1400000US04013104802,4.0E+09,"Census Tract 1048.02, Maricopa County, Arizona",5577,399
1400000US04013104900,4.0E+09,"Census Tract 1049, Maricopa County, Arizona",4309,317
1400000US04013105002,4.0E+09,"Census Tract 1050.02, Maricopa County, Arizona",2815,249
1400000US04013105003,4.0E+09,"Census Tract 1050.03, Maricopa County, Arizona",4786,291
1400000US04013105004,4.0E+09,"Census Tract 1050.04, Maricopa County, Arizona",3307,327
1400000US04013105101,4.0E+09,"Census Tract 1051.01, Maricopa County, Arizona",4126,314
1400000US04013105102,4.0E+09,"Census Tract 1051.02, Maricopa County, Arizona",3993,348
1400000US04013105103,4.0E+09,"Census Tract 1051.03, Maricopa County, Arizona",2882,253
1400000US04013105200,4.0E+09,"Census Tract 1052, Maricopa County, Arizona",6815,757
1400000US04013105300,4.0E+09,"Census Tract 1053, Maricopa County, Arizona",4965,691
1400000US04013105400,4.0E+09,"Census Tract 1054, Maricopa County, Arizona",3493,285
1400000US04013105501,4.0E+09,"Census Tract 1055.01, Maricopa County, Arizona",2608,342
1400000US04013105502,4.0E+09,"Census Tract 1055.02, Maricopa County, Arizona",1796,285
1400000US04013105503,4.0E+09,"Census Tract 1055.03, Maricopa County, Arizona",3074,408
1400000US04013105601,4.0E+09,"Census Tract 1056.01, Maricopa County, Arizona",4356,471
1400000US04013105602,4.0E+09,"Census Tract 1056.02, Maricopa County, Arizona",7079,827
1400000US04013105701,4.0E+09,"Census Tract 1057.01, Maricopa County, Arizona",3100,450
1400000US04013105702,4.0E+09,"Census Tract 1057.02, Maricopa County, Arizona",3698,352
1400000US04013105800,4.0E+09,"Census Tract 1058, Maricopa County, Arizona",6874,628
1400000US04013105900,4.0E+09,"Census Tract 1059, Maricopa County, Arizona",5568,568
1400000US04013106001,4.0E+09,"Census Tract 1060.01, Maricopa County, Arizona",1608,301
1400000US04013106002,4.0E+09,"Census Tract 1060.02, Maricopa County, Arizona",1896,295
1400000US04013106003,4.0E+09,"Census Tract 1060.03, Maricopa County, Arizona",2815,384
1400000US04013106100,4.0E+09,"Census Tract 1061, Maricopa County, Arizona",4844,474
1400000US04013106200,4.0E+09,"Census Tract 1062, Maricopa County, Arizona",3492,446
1400000US04013106300,4.0E+09,"Census Tract 1063, Maricopa County, Arizona",4607,536
1400000US04013106400,4.0E+09,"Census Tract 1064, Maricopa County, Arizona",3021,285
1400000US04013106501,4.0E+09,"Census Tract 1065.01, Maricopa County, Arizona",3305,338
1400000US04013106502,4.0E+09,"Census Tract 1065.02, Maricopa County, Arizona",3413,318
1400000US04013106600,4.0E+09,"Census Tract 1066, Maricopa County, Arizona",3541,313
1400000US04013106701,4.0E+09,"Census Tract 1067.01, Maricopa County, Arizona",3610,725
1400000US04013106702,4.0E+09,"Census Tract 1067.02, Maricopa County, Arizona",1498,299
1400000US04013106703,4.0E+09,"Census Tract 1067.03, Maricopa County, Arizona",2186,204
1400000US04013106801,4.0E+09,"Census Tract 1068.01, Maricopa County, Arizona",3596,441
1400000US04013106802,4.0E+09,"Census Tract 1068.02, Maricopa County, Arizona",3526,377
1400000US04013106900,4.0E+09,"Census Tract 1069, Maricopa County, Arizona",7709,944
1400000US04013107000,4.0E+09,"Census Tract 1070, Maricopa County, Arizona",7276,1130
1400000US04013107101,4.0E+09,"Census Tract 1071.01, Maricopa County, Arizona",4620,545
1400000US04013107102,4.0E+09,"Census Tract 1071.02, Maricopa County, Arizona",5240,686
1400000US04013107201,4.0E+09,"Census Tract 1072.01, Maricopa County, Arizona",3722,576
1400000US04013107202,4.0E+09,"Census Tract 1072.02, Maricopa County, Arizona",5304,725
1400000US04013107300,4.0E+09,"Census Tract 1073, Maricopa County, Arizona",6668,725
1400000US04013107400,4.0E+09,"Census Tract 1074, Maricopa County, Arizona",7417,912
1400000US04013107500,4.0E+09,"Census Tract 1075, Maricopa County, Arizona",3519,314
1400000US04013107601,4.0E+09,"Census Tract 1076.01, Maricopa County, Arizona",3354,363
1400000US04013107602,4.0E+09,"Census Tract 1076.02, Maricopa County, Arizona",2874,261
1400000US04013107700,4.0E+09,"Census Tract 1077, Maricopa County, Arizona",3177,602
1400000US04013107800,4.0E+09,"Census Tract 1078, Maricopa County, Arizona",2596,234
1400000US04013107900,4.0E+09,"Census Tract 1079, Maricopa County, Arizona",3787,299
1400000US04013108000,4.0E+09,"Census Tract 1080, Maricopa County, Arizona",3530,313
1400000US04013108100,4.0E+09,"Census Tract 1081, Maricopa County, Arizona",1849,132
1400000US04013108200,4.0E+09,"Census Tract 1082, Maricopa County, Arizona",3425,371
1400000US04013108301,4.0E+09,"Census Tract 1083.01, Maricopa County, Arizona",3719,347
1400000US04013108302,4.0E+09,"Census Tract 1083.02, Maricopa County, Arizona",2847,295
1400000US04013108400,4.0E+09,"Census Tract 1084, Maricopa County, Arizona",4799,746
1400000US04013108501,4.0E+09,"Census Tract 1085.01, Maricopa County, Arizona",2583,308
1400000US04013108502,4.0E+09,"Census Tract 1085.02, Maricopa County, Arizona",3800,431
1400000US04013108601,4.0E+09,"Census Tract 1086.01, Maricopa County, Arizona",2600,605
1400000US04013108602,4.0E+09,"Census Tract 1086.02, Maricopa County, Arizona",4363,579
1400000US04013108802,4.0E+09,"Census Tract 1088.02, Maricopa County, Arizona",1802,230
1400000US04013108901,4.0E+09,"Census Tract 1089.01, Maricopa County, Arizona",2966,315
1400000US04013108902,4.0E+09,"Census Tract 1089.02, Maricopa County, Arizona",4655,554
1400000US04013109001,4.0E+09,"Census Tract 1090.01, Maricopa County, Arizona",5222,559
1400000US04013109002,4.0E+09,"Census Tract 1090.02, Maricopa County, Arizona",4259,644
1400000US04013109003,4.0E+09,"Census Tract 1090.03, Maricopa County, Arizona",5711,944
1400000US04013109101,4.0E+09,"Census Tract 1091.01, Maricopa County, Arizona",3466,326
1400000US04013109102,4.0E+09,"Census Tract 1091.02, Maricopa County, Arizona",5629,599
1400000US04013109200,4.0E+09,"Census Tract 1092, Maricopa County, Arizona",3827,524
1400000US04013109300,4.0E+09,"Census Tract 1093, Maricopa County, Arizona",4801,566
1400000US04013109400,4.0E+09,"Census Tract 1094, Maricopa County, Arizona",7381,1612
1400000US04013109500,4.0E+09,"Census Tract 1095, Maricopa County, Arizona",5377,767
1400000US04013109601,4.0E+09,"Census Tract 1096.01, Maricopa County, Arizona",5477,450
1400000US04013109602,4.0E+09,"Census Tract 1096.02, Maricopa County, Arizona",6493,687
1400000US04013109603,4.0E+09,"Census Tract 1096.03, Maricopa County, Arizona",5129,653
1400000US04013109604,4.0E+09,"Census Tract 1096.04, Maricopa County, Arizona",3949,482
1400000US04013109701,4.0E+09,"Census Tract 1097.01, Maricopa County, Arizona",8039,717
1400000US04013109702,4.0E+09,"Census Tract 1097.02, Maricopa County, Arizona",5457,545
1400000US04013109703,4.0E+09,"Census Tract 1097.03, Maricopa County, Arizona",2939,357
1400000US04013109704,4.0E+09,"Census Tract 1097.04, Maricopa County, Arizona",3047,280
1400000US04013109705,4.0E+09,"Census Tract 1097.05, Maricopa County, Arizona",1970,296
1400000US04013109801,4.0E+09,"Census Tract 1098.01, Maricopa County, Arizona",4080,343
1400000US04013109802,4.0E+09,"Census Tract 1098.02, Maricopa County, Arizona",4824,549
1400000US04013109900,4.0E+09,"Census Tract 1099, Maricopa County, Arizona",7051,738
1400000US04013110001,4.0E+09,"Census Tract 1100.01, Maricopa County, Arizona",3961,479
1400000US04013110002,4.0E+09,"Census Tract 1100.02, Maricopa County, Arizona",3923,504
1400000US04013110100,4.0E+09,"Census Tract 1101, Maricopa County, Arizona",6801,623
1400000US04013110400,4.0E+09,"Census Tract 1104, Maricopa County, Arizona",5089,718
1400000US04013110501,4.0E+09,"Census Tract 1105.01, Maricopa County, Arizona",3029,288
1400000US04013110502,4.0E+09,"Census Tract 1105.02, Maricopa County, Arizona",2577,203
1400000US04013110600,4.0E+09,"Census Tract 1106, Maricopa County, Arizona",4226,667
1400000US04013110701,4.0E+09,"Census Tract 1107.01, Maricopa County, Arizona",2431,348
1400000US04013110702,4.0E+09,"Census Tract 1107.02, Maricopa County, Arizona",3550,466
1400000US04013110801,4.0E+09,"Census Tract 1108.01, Maricopa County, Arizona",4826,657
1400000US04013110802,4.0E+09,"Census Tract 1108.02, Maricopa County, Arizona",2269,253
1400000US04013110901,4.0E+09,"Census Tract 1109.01, Maricopa County, Arizona",3211,316
1400000US04013110902,4.0E+09,"Census Tract 1109.02, Maricopa County, Arizona",5223,747
1400000US04013111000,4.0E+09,"Census Tract 1110, Maricopa County, Arizona",4671,483
1400000US04013111100,4.0E+09,"Census Tract 1111, Maricopa County, Arizona",4110,406
1400000US04013111201,4.0E+09,"Census Tract 1112.01, Maricopa County, Arizona",5720,812
1400000US04013111202,4.0E+09,"Census Tract 1112.02, Maricopa County, Arizona",1543,243
1400000US04013111203,4.0E+09,"Census Tract 1112.03, Maricopa County, Arizona",1456,172
1400000US04013111204,4.0E+09,"Census Tract 1112.04, Maricopa County, Arizona",2150,238
1400000US04013111300,4.0E+09,"Census Tract 1113, Maricopa County, Arizona",5285,818
1400000US04013111401,4.0E+09,"Census Tract 1114.01, Maricopa County, Arizona",5005,616
1400000US04013111402,4.0E+09,"Census Tract 1114.02, Maricopa County, Arizona",4202,509
1400000US04013111501,4.0E+09,"Census Tract 1115.01, Maricopa County, Arizona",1956,336
1400000US04013111502,4.0E+09,"Census Tract 1115.02, Maricopa County, Arizona",6194,618
1400000US04013111601,4.0E+09,"Census Tract 1116.01, Maricopa County, Arizona",3158,363
1400000US04013111602,4.0E+09,"Census Tract 1116.02, Maricopa County, Arizona",4848,639
1400000US04013111700,4.0E+09,"Census Tract 1117, Maricopa County, Arizona",5676,675
1400000US04013111800,4.0E+09,"Census Tract 1118, Maricopa County, Arizona",3705,364
1400000US04013111900,4.0E+09,"Census Tract 1119, Maricopa County, Arizona",2380,253
1400000US04013112100,4.0E+09,"Census Tract 1121, Maricopa County, Arizona",4099,515
1400000US04013112201,4.0E+09,"Census Tract 1122.01, Maricopa County, Arizona",3871,496
1400000US04013112202,4.0E+09,"Census Tract 1122.02, Maricopa County, Arizona",4377,594
1400000US04013112301,4.0E+09,"Census Tract 1123.01, Maricopa County, Arizona",5412,503
1400000US04013112302,4.0E+09,"Census Tract 1123.02, Maricopa County, Arizona",7569,703
1400000US04013112401,4.0E+09,"Census Tract 1124.01, Maricopa County, Arizona",6979,813
1400000US04013112402,4.0E+09,"Census Tract 1124.02, Maricopa County, Arizona",5187,609
1400000US04013112502,4.0E+09,"Census Tract 1125.02, Maricopa County, Arizona",6256,674
1400000US04013112503,4.0E+09,"Census Tract 1125.03, Maricopa County, Arizona",8449,750
1400000US04013112504,4.0E+09,"Census Tract 1125.04, Maricopa County, Arizona",3829,316
1400000US04013112505,4.0E+09,"Census Tract 1125.05, Maricopa County, Arizona",8743,860
1400000US04013112507,4.0E+09,"Census Tract 1125.07, Maricopa County, Arizona",2648,318
1400000US04013112508,4.0E+09,"Census Tract 1125.08, Maricopa County, Arizona",2042,236
1400000US04013112509,4.0E+09,"Census Tract 1125.09, Maricopa County, Arizona",8694,902
1400000US04013112510,4.0E+09,"Census Tract 1125.10, Maricopa County, Arizona",4585,706
1400000US04013112511,4.0E+09,"Census Tract 1125.11, Maricopa County, Arizona",6981,982
1400000US04013112512,4.0E+09,"Census Tract 1125.12, Maricopa County, Arizona",1817,298
1400000US04013112513,4.0E+09,"Census Tract 1125.13, Maricopa County, Arizona",8306,831
1400000US04013112514,4.0E+09,"Census Tract 1125.14, Maricopa County, Arizona",4379,1050
1400000US04013112601,4.0E+09,"Census Tract 1126.01, Maricopa County, Arizona",2752,321
1400000US04013112602,4.0E+09,"Census Tract 1126.02, Maricopa County, Arizona",7418,671
1400000US04013112700,4.0E+09,"Census Tract 1127, Maricopa County, Arizona",6109,702
1400000US04013112900,4.0E+09,"Census Tract 1129, Maricopa County, Arizona",4794,713
1400000US04013113000,4.0E+09,"Census Tract 1130, Maricopa County, Arizona",1883,271
1400000US04013113100,4.0E+09,"Census Tract 1131, Maricopa County, Arizona",2627,347
1400000US04013113201,4.0E+09,"Census Tract 1132.01, Maricopa County, Arizona",2870,333
1400000US04013113202,4.0E+09,"Census Tract 1132.02, Maricopa County, Arizona",2124,365
1400000US04013113203,4.0E+09,"Census Tract 1132.03, Maricopa County, Arizona",2368,326
1400000US04013113300,4.0E+09,"Census Tract 1133, Maricopa County, Arizona",5619,742
1400000US04013113400,4.0E+09,"Census Tract 1134, Maricopa County, Arizona",333,121
1400000US04013113501,4.0E+09,"Census Tract 1135.01, Maricopa County, Arizona",4111,612
1400000US04013113502,4.0E+09,"Census Tract 1135.02, Maricopa County, Arizona",2649,310
1400000US04013113601,4.0E+09,"Census Tract 1136.01, Maricopa County, Arizona",4057,368
1400000US04013113602,4.0E+09,"Census Tract 1136.02, Maricopa County, Arizona",3626,464
1400000US04013113700,4.0E+09,"Census Tract 1137, Maricopa County, Arizona",7587,1171
1400000US04013113801,4.0E+09,"Census Tract 1138.01, Maricopa County, Arizona",1902,311
1400000US04013113802,4.0E+09,"Census Tract 1138.02, Maricopa County, Arizona",0,13
1400000US04013113900,4.0E+09,"Census Tract 1139, Maricopa County, Arizona",1040,263
1400000US04013114000,4.0E+09,"Census Tract 1140, Maricopa County, Arizona",1897,201
1400000US04013114100,4.0E+09,"Census Tract 1141, Maricopa County, Arizona",1828,312
1400000US04013114200,4.0E+09,"Census Tract 1142, Maricopa County, Arizona",1483,256
1400000US04013114301,4.0E+09,"Census Tract 1143.01, Maricopa County, Arizona",1308,648
1400000US04013114302,4.0E+09,"Census Tract 1143.02, Maricopa County, Arizona",2730,374
1400000US04013114401,4.0E+09,"Census Tract 1144.01, Maricopa County, Arizona",1938,299
1400000US04013114402,4.0E+09,"Census Tract 1144.02, Maricopa County, Arizona",1821,245
1400000US04013114500,4.0E+09,"Census Tract 1145, Maricopa County, Arizona",3798,623
1400000US04013114600,4.0E+09,"Census Tract 1146, Maricopa County, Arizona",2044,300
1400000US04013114703,4.0E+09,"Census Tract 1147.03, Maricopa County, Arizona",5382,1111
1400000US04013114800,4.0E+09,"Census Tract 1148, Maricopa County, Arizona",3545,521
1400000US04013114900,4.0E+09,"Census Tract 1149, Maricopa County, Arizona",2769,446
1400000US04013115200,4.0E+09,"Census Tract 1152, Maricopa County, Arizona",2653,377
1400000US04013115300,4.0E+09,"Census Tract 1153, Maricopa County, Arizona",2915,470
1400000US04013115400,4.0E+09,"Census Tract 1154, Maricopa County, Arizona",2634,393
1400000US04013115500,4.0E+09,"Census Tract 1155, Maricopa County, Arizona",3789,512
1400000US04013115600,4.0E+09,"Census Tract 1156, Maricopa County, Arizona",4759,535
1400000US04013115700,4.0E+09,"Census Tract 1157, Maricopa County, Arizona",6474,638
1400000US04013115801,4.0E+09,"Census Tract 1158.01, Maricopa County, Arizona",4516,532
1400000US04013115802,4.0E+09,"Census Tract 1158.02, Maricopa County, Arizona",3461,403
1400000US04013115900,4.0E+09,"Census Tract 1159, Maricopa County, Arizona",5110,558
1400000US04013116000,4.0E+09,"Census Tract 1160, Maricopa County, Arizona",4789,645
1400000US04013116100,4.0E+09,"Census Tract 1161, Maricopa County, Arizona",3997,518
1400000US04013116202,4.0E+09,"Census Tract 1162.02, Maricopa County, Arizona",5173,747
1400000US04013116203,4.0E+09,"Census Tract 1162.03, Maricopa County, Arizona",4599,479
1400000US04013116204,4.0E+09,"Census Tract 1162.04, Maricopa County, Arizona",3332,351
1400000US04013116205,4.0E+09,"Census Tract 1162.05, Maricopa County, Arizona",4945,500
1400000US04013116300,4.0E+09,"Census Tract 1163, Maricopa County, Arizona",6869,714
1400000US04013116400,4.0E+09,"Census Tract 1164, Maricopa County, Arizona",5838,781
1400000US04013116500,4.0E+09,"Census Tract 1165, Maricopa County, Arizona",5267,667
1400000US04013116602,4.0E+09,"Census Tract 1166.02, Maricopa County, Arizona",8612,863
1400000US04013116603,4.0E+09,"Census Tract 1166.03, Maricopa County, Arizona",6367,854
1400000US04013116604,4.0E+09,"Census Tract 1166.04, Maricopa County, Arizona",4065,742
1400000US04013116605,4.0E+09,"Census Tract 1166.05, Maricopa County, Arizona",5230,604
1400000US04013116606,4.0E+09,"Census Tract 1166.06, Maricopa County, Arizona",6431,784
1400000US04013116607,4.0E+09,"Census Tract 1166.07, Maricopa County, Arizona",2943,759
1400000US04013116608,4.0E+09,"Census Tract 1166.08, Maricopa County, Arizona",3345,632
1400000US04013116609,4.0E+09,"Census Tract 1166.09, Maricopa County, Arizona",3702,397
1400000US04013116610,4.0E+09,"Census Tract 1166.10, Maricopa County, Arizona",5341,555
1400000US04013116611,4.0E+09,"Census Tract 1166.11, Maricopa County, Arizona",3611,536
1400000US04013116612,4.0E+09,"Census Tract 1166.12, Maricopa County, Arizona",5268,565
1400000US04013116613,4.0E+09,"Census Tract 1166.13, Maricopa County, Arizona",5931,953
1400000US04013116702,4.0E+09,"Census Tract 1167.02, Maricopa County, Arizona",7708,912
1400000US04013116703,4.0E+09,"Census Tract 1167.03, Maricopa County, Arizona",4038,618
1400000US04013116704,4.0E+09,"Census Tract 1167.04, Maricopa County, Arizona",7023,650
1400000US04013116707,4.0E+09,"Census Tract 1167.07, Maricopa County, Arizona",2640,153
1400000US04013116708,4.0E+09,"Census Tract 1167.08, Maricopa County, Arizona",5334,408
1400000US04013116709,4.0E+09,"Census Tract 1167.09, Maricopa County, Arizona",1828,247
1400000US04013116710,4.0E+09,"Census Tract 1167.10, Maricopa County, Arizona",4410,362
1400000US04013116711,4.0E+09,"Census Tract 1167.11, Maricopa County, Arizona",2014,284
1400000US04013116712,4.0E+09,"Census Tract 1167.12, Maricopa County, Arizona",6475,593
1400000US04013116713,4.0E+09,"Census Tract 1167.13, Maricopa County, Arizona",6258,540
1400000US04013116714,4.0E+09,"Census Tract 1167.14, Maricopa County, Arizona",3771,210
1400000US04013116715,4.0E+09,"Census Tract 1167.15, Maricopa County, Arizona",1987,124
1400000US04013116717,4.0E+09,"Census Tract 1167.17, Maricopa County, Arizona",4060,435
1400000US04013116718,4.0E+09,"Census Tract 1167.18, Maricopa County, Arizona",2807,276
1400000US04013116719,4.0E+09,"Census Tract 1167.19, Maricopa County, Arizona",6855,583
1400000US04013116720,4.0E+09,"Census Tract 1167.20, Maricopa County, Arizona",3720,310
1400000US04013116721,4.0E+09,"Census Tract 1167.21, Maricopa County, Arizona",3617,226
1400000US04013116725,4.0E+09,"Census Tract 1167.25, Maricopa County, Arizona",4914,258
1400000US04013116727,4.0E+09,"Census Tract 1167.27, Maricopa County, Arizona",3766,249
1400000US04013116728,4.0E+09,"Census Tract 1167.28, Maricopa County, Arizona",4836,236
1400000US04013116729,4.0E+09,"Census Tract 1167.29, Maricopa County, Arizona",4313,241
1400000US04013116730,4.0E+09,"Census Tract 1167.30, Maricopa County, Arizona",1954,190
1400000US04013116731,4.0E+09,"Census Tract 1167.31, Maricopa County, Arizona",3250,228
1400000US04013116732,4.0E+09,"Census Tract 1167.32, Maricopa County, Arizona",3453,643
1400000US04013116733,4.0E+09,"Census Tract 1167.33, Maricopa County, Arizona",330,135
1400000US04013116800,4.0E+09,"Census Tract 1168, Maricopa County, Arizona",2701,418
1400000US04013116900,4.0E+09,"Census Tract 1169, Maricopa County, Arizona",2284,423
1400000US04013117000,4.0E+09,"Census Tract 1170, Maricopa County, Arizona",5801,618
1400000US04013117100,4.0E+09,"Census Tract 1171, Maricopa County, Arizona",2809,400
1400000US04013117200,4.0E+09,"Census Tract 1172, Maricopa County, Arizona",1330,435
1400000US04013117300,4.0E+09,"Census Tract 1173, Maricopa County, Arizona",1222,236
1400000US04013216806,4.0E+09,"Census Tract 2168.06, Maricopa County, Arizona",2888,279
1400000US04013216807,4.0E+09,"Census Tract 2168.07, Maricopa County, Arizona",5192,376
1400000US04013216809,4.0E+09,"Census Tract 2168.09, Maricopa County, Arizona",5174,426
1400000US04013216810,4.0E+09,"Census Tract 2168.10, Maricopa County, Arizona",1179,145
1400000US04013216813,4.0E+09,"Census Tract 2168.13, Maricopa County, Arizona",4215,424
1400000US04013216816,4.0E+09,"Census Tract 2168.16, Maricopa County, Arizona",5590,465
1400000US04013216818,4.0E+09,"Census Tract 2168.18, Maricopa County, Arizona",6530,591
1400000US04013216819,4.0E+09,"Census Tract 2168.19, Maricopa County, Arizona",6333,441
1400000US04013216820,4.0E+09,"Census Tract 2168.20, Maricopa County, Arizona",4505,346
1400000US04013216821,4.0E+09,"Census Tract 2168.21, Maricopa County, Arizona",5699,550
1400000US04013216822,4.0E+09,"Census Tract 2168.22, Maricopa County, Arizona",3820,294
1400000US04013216826,4.0E+09,"Census Tract 2168.26, Maricopa County, Arizona",4846,419
1400000US04013216829,4.0E+09,"Census Tract 2168.29, Maricopa County, Arizona",4963,364
1400000US04013216830,4.0E+09,"Census Tract 2168.30, Maricopa County, Arizona",3175,426
1400000US04013216831,4.0E+09,"Census Tract 2168.31, Maricopa County, Arizona",2663,326
1400000US04013216832,4.0E+09,"Census Tract 2168.32, Maricopa County, Arizona",1741,239
1400000US04013216833,4.0E+09,"Census Tract 2168.33, Maricopa County, Arizona",4231,484
1400000US04013216834,4.0E+09,"Census Tract 2168.34, Maricopa County, Arizona",2064,221
1400000US04013216835,4.0E+09,"Census Tract 2168.35, Maricopa County, Arizona",2159,245
1400000US04013216836,4.0E+09,"Census Tract 2168.36, Maricopa County, Arizona",3387,336
1400000US04013216837,4.0E+09,"Census Tract 2168.37, Maricopa County, Arizona",5162,532
1400000US04013216838,4.0E+09,"Census Tract 2168.38, Maricopa County, Arizona",4642,369
1400000US04013216839,4.0E+09,"Census Tract 2168.39, Maricopa County, Arizona",3915,343
1400000US04013216840,4.0E+09,"Census Tract 2168.40, Maricopa County, Arizona",4655,271
1400000US04013216841,4.0E+09,"Census Tract 2168.41, Maricopa County, Arizona",3625,405
1400000US04013216842,4.0E+09,"Census Tract 2168.42, Maricopa County, Arizona",3881,333
1400000US04013216843,4.0E+09,"Census Tract 2168.43, Maricopa County, Arizona",3202,373
1400000US04013216844,4.0E+09,"Census Tract 2168.44, Maricopa County, Arizona",3537,563
1400000US04013216845,4.0E+09,"Census Tract 2168.45, Maricopa County, Arizona",2007,307
1400000US04013216846,4.0E+09,"Census Tract 2168.46, Maricopa County, Arizona",7021,439
1400000US04013216847,4.0E+09,"Census Tract 2168.47, Maricopa County, Arizona",6043,448
1400000US04013216848,4.0E+09,"Census Tract 2168.48, Maricopa County, Arizona",5780,440
1400000US04013216849,4.0E+09,"Census Tract 2168.49, Maricopa County, Arizona",6296,607
1400000US04013216850,4.0E+09,"Census Tract 2168.50, Maricopa County, Arizona",3897,570
1400000US04013216851,4.0E+09,"Census Tract 2168.51, Maricopa County, Arizona",3642,503
1400000US04013216852,4.0E+09,"Census Tract 2168.52, Maricopa County, Arizona",3436,429
1400000US04013216853,4.0E+09,"Census Tract 2168.53, Maricopa County, Arizona",4947,382
1400000US04013216901,4.0E+09,"Census Tract 2169.01, Maricopa County, Arizona",2624,352
1400000US04013216902,4.0E+09,"Census Tract 2169.02, Maricopa County, Arizona",3726,281
1400000US04013217001,4.0E+09,"Census Tract 2170.01, Maricopa County, Arizona",4710,430
1400000US04013217002,4.0E+09,"Census Tract 2170.02, Maricopa County, Arizona",5531,492
1400000US04013217101,4.0E+09,"Census Tract 2171.01, Maricopa County, Arizona",2789,230
1400000US04013217102,4.0E+09,"Census Tract 2171.02, Maricopa County, Arizona",2786,219
1400000US04013217201,4.0E+09,"Census Tract 2172.01, Maricopa County, Arizona",1446,242
1400000US04013217203,4.0E+09,"Census Tract 2172.03, Maricopa County, Arizona",3316,415
1400000US04013217204,4.0E+09,"Census Tract 2172.04, Maricopa County, Arizona",3212,411
1400000US04013217300,4.0E+09,"Census Tract 2173, Maricopa County, Arizona",2920,401
1400000US04013217400,4.0E+09,"Census Tract 2174, Maricopa County, Arizona",3405,293
1400000US04013217501,4.0E+09,"Census Tract 2175.01, Maricopa County, Arizona",3551,488
