AFFGEOID,GEOID,GEO.display-label,pop,margin
1400000US04013217502,4.0E+09,"Census Tract 2175.02, Maricopa County, Arizona",3058,479
1400000US04013217600,4.0E+09,"Census Tract 2176, Maricopa County, Arizona",4865,587
1400000US04013217700,4.0E+09,"Census Tract 2177, Maricopa County, Arizona",4456,324
1400000US04013217800,4.0E+09,"Census Tract 2178, Maricopa County, Arizona",7415,716
1400000US04013217900,4.0E+09,"Census Tract 2179, Maricopa County, Arizona",4184,395
1400000US04013218000,4.0E+09,"Census Tract 2180, Maricopa County, Arizona",5918,555
1400000US04013218100,4.0E+09,"Census Tract 2181, Maricopa County, Arizona",1920,249
1400000US04013218200,4.0E+09,"Census Tract 2182, Maricopa County, Arizona",5646,527
1400000US04013218300,4.0E+09,"Census Tract 2183, Maricopa County, Arizona",3774,535
1400000US04013318400,4.0E+09,"Census Tract 3184, Maricopa County, Arizona",4064,720
1400000US04013318501,4.0E+09,"Census Tract 3185.01, Maricopa County, Arizona",3556,315
1400000US04013318700,4.0E+09,"Census Tract 3187, Maricopa County, Arizona",3121,577
1400000US04013318800,4.0E+09,"Census Tract 3188, Maricopa County, Arizona",6270,725
1400000US04013318900,4.0E+09,"Census Tract 3189, Maricopa County, Arizona",6369,923
1400000US04013319000,4.0E+09,"Census Tract 3190, Maricopa County, Arizona",8184,1080
1400000US04013319101,4.0E+09,"Census Tract 3191.01, Maricopa County, Arizona",2743,424
1400000US04013319103,4.0E+09,"Census Tract 3191.03, Maricopa County, Arizona",4382,606
1400000US04013319104,4.0E+09,"Census Tract 3191.04, Maricopa County, Arizona",5639,789
1400000US04013319201,4.0E+09,"Census Tract 3192.01, Maricopa County, Arizona",5017,586
1400000US04013319202,4.0E+09,"Census Tract 3192.02, Maricopa County, Arizona",3560,487
1400000US04013319300,4.0E+09,"Census Tract 3193, Maricopa County, Arizona",2688,268
1400000US04013319401,4.0E+09,"Census Tract 3194.01, Maricopa County, Arizona",5910,569
1400000US04013319402,4.0E+09,"Census Tract 3194.02, Maricopa County, Arizona",4187,337
1400000US04013319403,4.0E+09,"Census Tract 3194.03, Maricopa County, Arizona",4833,430
1400000US04013319404,4.0E+09,"Census Tract 3194.04, Maricopa County, Arizona",3501,339
1400000US04013319500,4.0E+09,"Census Tract 3195, Maricopa County, Arizona",5677,563
1400000US04013319600,4.0E+09,"Census Tract 3196, Maricopa County, Arizona",6293,599
1400000US04013319703,4.0E+09,"Census Tract 3197.03, Maricopa County, Arizona",4419,544
1400000US04013319704,4.0E+09,"Census Tract 3197.04, Maricopa County, Arizona",1357,128
1400000US04013319705,4.0E+09,"Census Tract 3197.05, Maricopa County, Arizona",3322,332
1400000US04013319706,4.0E+09,"Census Tract 3197.06, Maricopa County, Arizona",5438,789
1400000US04013319800,4.0E+09,"Census Tract 3198, Maricopa County, Arizona",7107,835
1400000US04013319902,4.0E+09,"Census Tract 3199.02, Maricopa County, Arizona",2361,196
1400000US04013319903,4.0E+09,"Census Tract 3199.03, Maricopa County, Arizona",5903,439
1400000US04013319904,4.0E+09,"Census Tract 3199.04, Maricopa County, Arizona",4570,447
1400000US04013319905,4.0E+09,"Census Tract 3199.05, Maricopa County, Arizona",5365,500
1400000US04013319906,4.0E+09,"Census Tract 3199.06, Maricopa County, Arizona",3184,339
1400000US04013319907,4.0E+09,"Census Tract 3199.07, Maricopa County, Arizona",2327,182
1400000US04013319908,4.0E+09,"Census Tract 3199.08, Maricopa County, Arizona",2121,276
1400000US04013319909,4.0E+09,"Census Tract 3199.09, Maricopa County, Arizona",2318,158
1400000US04013319910,4.0E+09,"Census Tract 3199.10, Maricopa County, Arizona",4394,289
1400000US04013320001,4.0E+09,"Census Tract 3200.01, Maricopa County, Arizona",6289,492
1400000US04013320002,4.0E+09,"Census Tract 3200.02, Maricopa County, Arizona",5892,25
1400000US04013320007,4.0E+09,"Census Tract 3200.07, Maricopa County, Arizona",7823,703
1400000US04013320100,4.0E+09,"Census Tract 3201, Maricopa County, Arizona",2707,321
1400000US04013420104,4.0E+09,"Census Tract 4201.04, Maricopa County, Arizona",5201,551
1400000US04013420105,4.0E+09,"Census Tract 4201.05, Maricopa County, Arizona",5410,468
1400000US04013420107,4.0E+09,"Census Tract 4201.07, Maricopa County, Arizona",6503,528
1400000US04013420108,4.0E+09,"Census Tract 4201.08, Maricopa County, Arizona",1290,186
1400000US04013420109,4.0E+09,"Census Tract 4201.09, Maricopa County, Arizona",3829,366
1400000US04013420110,4.0E+09,"Census Tract 4201.10, Maricopa County, Arizona",5607,604
1400000US04013420111,4.0E+09,"Census Tract 4201.11, Maricopa County, Arizona",4421,480
1400000US04013420112,4.0E+09,"Census Tract 4201.12, Maricopa County, Arizona",3116,355
1400000US04013420113,4.0E+09,"Census Tract 4201.13, Maricopa County, Arizona",3416,511
1400000US04013420114,4.0E+09,"Census Tract 4201.14, Maricopa County, Arizona",3723,550
1400000US04013420115,4.0E+09,"Census Tract 4201.15, Maricopa County, Arizona",2759,439
1400000US04013420116,4.0E+09,"Census Tract 4201.16, Maricopa County, Arizona",2637,318
1400000US04013420202,4.0E+09,"Census Tract 4202.02, Maricopa County, Arizona",5702,456
1400000US04013420206,4.0E+09,"Census Tract 4202.06, Maricopa County, Arizona",3464,422
1400000US04013420207,4.0E+09,"Census Tract 4202.07, Maricopa County, Arizona",2684,256
1400000US04013420208,4.0E+09,"Census Tract 4202.08, Maricopa County, Arizona",5251,407
1400000US04013420209,4.0E+09,"Census Tract 4202.09, Maricopa County, Arizona",4279,379
1400000US04013420210,4.0E+09,"Census Tract 4202.10, Maricopa County, Arizona",4997,420
1400000US04013420211,4.0E+09,"Census Tract 4202.11, Maricopa County, Arizona",4178,341
1400000US04013420212,4.0E+09,"Census Tract 4202.12, Maricopa County, Arizona",2863,198
1400000US04013420213,4.0E+09,"Census Tract 4202.13, Maricopa County, Arizona",2371,460
1400000US04013420214,4.0E+09,"Census Tract 4202.14, Maricopa County, Arizona",3609,432
1400000US04013420215,4.0E+09,"Census Tract 4202.15, Maricopa County, Arizona",1702,303
1400000US04013420216,4.0E+09,"Census Tract 4202.16, Maricopa County, Arizona",4261,461
1400000US04013420301,4.0E+09,"Census Tract 4203.01, Maricopa County, Arizona",2048,214
1400000US04013420302,4.0E+09,"Census Tract 4203.02, Maricopa County, Arizona",5267,511
1400000US04013420303,4.0E+09,"Census Tract 4203.03, Maricopa County, Arizona",3817,326
1400000US04013420304,4.0E+09,"Census Tract 4203.04, Maricopa County, Arizona",1190,208
1400000US04013420401,4.0E+09,"Census Tract 4204.01, Maricopa County, Arizona",4480,519
1400000US04013420402,4.0E+09,"Census Tract 4204.02, Maricopa County, Arizona",1747,211
1400000US04013420501,4.0E+09,"Census Tract 4205.01, Maricopa County, Arizona",6542,736
1400000US04013420503,4.0E+09,"Census Tract 4205.03, Maricopa County, Arizona",3315,703
1400000US04013420504,4.0E+09,"Census Tract 4205.04, Maricopa County, Arizona",3001,320
1400000US04013420602,4.0E+09,"Census Tract 4206.02, Maricopa County, Arizona",4871,435
1400000US04013420603,4.0E+09,"Census Tract 4206.03, Maricopa County, Arizona",3599,392
1400000US04013420604,4.0E+09,"Census Tract 4206.04, Maricopa County, Arizona",3970,377
1400000US04013420704,4.0E+09,"Census Tract 4207.04, Maricopa County, Arizona",5206,532
1400000US04013420705,4.0E+09,"Census Tract 4207.05, Maricopa County, Arizona",3533,338
1400000US04013420706,4.0E+09,"Census Tract 4207.06, Maricopa County, Arizona",4226,330
1400000US04013420707,4.0E+09,"Census Tract 4207.07, Maricopa County, Arizona",2709,425
1400000US04013420708,4.0E+09,"Census Tract 4207.08, Maricopa County, Arizona",4217,545
1400000US04013420709,4.0E+09,"Census Tract 4207.09, Maricopa County, Arizona",3401,363
1400000US04013420710,4.0E+09,"Census Tract 4207.10, Maricopa County, Arizona",3072,257
1400000US04013420800,4.0E+09,"Census Tract 4208, Maricopa County, Arizona",4351,389
1400000US04013420901,4.0E+09,"Census Tract 4209.01, Maricopa County, Arizona",3732,523
1400000US04013420902,4.0E+09,"Census Tract 4209.02, Maricopa County, Arizona",3284,338
1400000US04013421001,4.0E+09,"Census Tract 4210.01, Maricopa County, Arizona",3705,518
1400000US04013421002,4.0E+09,"Census Tract 4210.02, Maricopa County, Arizona",2350,302
1400000US04013421101,4.0E+09,"Census Tract 4211.01, Maricopa County, Arizona",4038,442
1400000US04013421102,4.0E+09,"Census Tract 4211.02, Maricopa County, Arizona",5889,603
1400000US04013421201,4.0E+09,"Census Tract 4212.01, Maricopa County, Arizona",5309,504
1400000US04013421202,4.0E+09,"Census Tract 4212.02, Maricopa County, Arizona",4214,597
1400000US04013421302,4.0E+09,"Census Tract 4213.02, Maricopa County, Arizona",5854,869
1400000US04013421303,4.0E+09,"Census Tract 4213.03, Maricopa County, Arizona",4708,486
1400000US04013421304,4.0E+09,"Census Tract 4213.04, Maricopa County, Arizona",2789,418
1400000US04013421400,4.0E+09,"Census Tract 4214, Maricopa County, Arizona",2444,344
1400000US04013421501,4.0E+09,"Census Tract 4215.01, Maricopa County, Arizona",3516,394
1400000US04013421502,4.0E+09,"Census Tract 4215.02, Maricopa County, Arizona",2899,533
1400000US04013421601,4.0E+09,"Census Tract 4216.01, Maricopa County, Arizona",3581,412
1400000US04013421602,4.0E+09,"Census Tract 4216.02, Maricopa County, Arizona",4402,437
1400000US04013421701,4.0E+09,"Census Tract 4217.01, Maricopa County, Arizona",4945,503
1400000US04013421702,4.0E+09,"Census Tract 4217.02, Maricopa County, Arizona",3805,572
1400000US04013421801,4.0E+09,"Census Tract 4218.01, Maricopa County, Arizona",2945,331
1400000US04013421802,4.0E+09,"Census Tract 4218.02, Maricopa County, Arizona",4663,491
1400000US04013421901,4.0E+09,"Census Tract 4219.01, Maricopa County, Arizona",3595,492
1400000US04013421902,4.0E+09,"Census Tract 4219.02, Maricopa County, Arizona",6327,532
1400000US04013422001,4.0E+09,"Census Tract 4220.01, Maricopa County, Arizona",4659,554
1400000US04013422002,4.0E+09,"Census Tract 4220.02, Maricopa County, Arizona",3795,608
1400000US04013422102,4.0E+09,"Census Tract 4221.02, Maricopa County, Arizona",4529,568
1400000US04013422103,4.0E+09,"Census Tract 4221.03, Maricopa County, Arizona",4077,548
1400000US04013422104,4.0E+09,"Census Tract 4221.04, Maricopa County, Arizona",5476,652
1400000US04013422105,4.0E+09,"Census Tract 4221.05, Maricopa County, Arizona",3588,433
1400000US04013422106,4.0E+09,"Census Tract 4221.06, Maricopa County, Arizona",6269,591
1400000US04013422107,4.0E+09,"Census Tract 4221.07, Maricopa County, Arizona",3784,346
1400000US04013422203,4.0E+09,"Census Tract 4222.03, Maricopa County, Arizona",5621,652
1400000US04013422204,4.0E+09,"Census Tract 4222.04, Maricopa County, Arizona",3226,334
1400000US04013422205,4.0E+09,"Census Tract 4222.05, Maricopa County, Arizona",1297,205
1400000US04013422209,4.0E+09,"Census Tract 4222.09, Maricopa County, Arizona",7152,619
1400000US04013422210,4.0E+09,"Census Tract 4222.10, Maricopa County, Arizona",5614,513
1400000US04013422211,4.0E+09,"Census Tract 4222.11, Maricopa County, Arizona",2481,211
1400000US04013422212,4.0E+09,"Census Tract 4222.12, Maricopa County, Arizona",4032,299
1400000US04013422213,4.0E+09,"Census Tract 4222.13, Maricopa County, Arizona",2613,223
1400000US04013422215,4.0E+09,"Census Tract 4222.15, Maricopa County, Arizona",1892,171
1400000US04013422216,4.0E+09,"Census Tract 4222.16, Maricopa County, Arizona",5474,404
1400000US04013422217,4.0E+09,"Census Tract 4222.17, Maricopa County, Arizona",3511,264
1400000US04013422218,4.0E+09,"Census Tract 4222.18, Maricopa County, Arizona",3065,355
1400000US04013422219,4.0E+09,"Census Tract 4222.19, Maricopa County, Arizona",2992,189
1400000US04013422220,4.0E+09,"Census Tract 4222.20, Maricopa County, Arizona",1995,178
1400000US04013422221,4.0E+09,"Census Tract 4222.21, Maricopa County, Arizona",3528,369
1400000US04013422222,4.0E+09,"Census Tract 4222.22, Maricopa County, Arizona",2090,194
1400000US04013422301,4.0E+09,"Census Tract 4223.01, Maricopa County, Arizona",5901,688
1400000US04013422302,4.0E+09,"Census Tract 4223.02, Maricopa County, Arizona",5038,546
1400000US04013422304,4.0E+09,"Census Tract 4223.04, Maricopa County, Arizona",3174,383
1400000US04013422305,4.0E+09,"Census Tract 4223.05, Maricopa County, Arizona",6004,447
1400000US04013422307,4.0E+09,"Census Tract 4223.07, Maricopa County, Arizona",4604,385
1400000US04013422308,4.0E+09,"Census Tract 4223.08, Maricopa County, Arizona",5583,459
1400000US04013422309,4.0E+09,"Census Tract 4223.09, Maricopa County, Arizona",5503,288
1400000US04013422401,4.0E+09,"Census Tract 4224.01, Maricopa County, Arizona",3056,421
1400000US04013422402,4.0E+09,"Census Tract 4224.02, Maricopa County, Arizona",5140,338
1400000US04013422403,4.0E+09,"Census Tract 4224.03, Maricopa County, Arizona",5328,399
1400000US04013422404,4.0E+09,"Census Tract 4224.04, Maricopa County, Arizona",4513,239
1400000US04013422501,4.0E+09,"Census Tract 4225.01, Maricopa County, Arizona",5978,606
1400000US04013422502,4.0E+09,"Census Tract 4225.02, Maricopa County, Arizona",5602,466
1400000US04013422503,4.0E+09,"Census Tract 4225.03, Maricopa County, Arizona",6268,699
1400000US04013422504,4.0E+09,"Census Tract 4225.04, Maricopa County, Arizona",5061,354
1400000US04013422506,4.0E+09,"Census Tract 4225.06, Maricopa County, Arizona",5436,406
1400000US04013422507,4.0E+09,"Census Tract 4225.07, Maricopa County, Arizona",4369,320
1400000US04013422508,4.0E+09,"Census Tract 4225.08, Maricopa County, Arizona",3741,312
1400000US04013422509,4.0E+09,"Census Tract 4225.09, Maricopa County, Arizona",5121,382
1400000US04013422510,4.0E+09,"Census Tract 4225.10, Maricopa County, Arizona",3473,239
1400000US04013422511,4.0E+09,"Census Tract 4225.11, Maricopa County, Arizona",2926,189
1400000US04013422512,4.0E+09,"Census Tract 4225.12, Maricopa County, Arizona",5577,457
1400000US04013422513,4.0E+09,"Census Tract 4225.13, Maricopa County, Arizona",4364,387
1400000US04013422514,4.0E+09,"Census Tract 4225.14, Maricopa County, Arizona",4348,474
1400000US04013422606,4.0E+09,"Census Tract 4226.06, Maricopa County, Arizona",10232,831
1400000US04013422607,4.0E+09,"Census Tract 4226.07, Maricopa County, Arizona",4181,480
1400000US04013422609,4.0E+09,"Census Tract 4226.09, Maricopa County, Arizona",4110,350
1400000US04013422610,4.0E+09,"Census Tract 4226.10, Maricopa County, Arizona",2688,284
1400000US04013422615,4.0E+09,"Census Tract 4226.15, Maricopa County, Arizona",7357,704
1400000US04013422616,4.0E+09,"Census Tract 4226.16, Maricopa County, Arizona",5131,555
1400000US04013422617,4.0E+09,"Census Tract 4226.17, Maricopa County, Arizona",5857,362
1400000US04013422618,4.0E+09,"Census Tract 4226.18, Maricopa County, Arizona",3038,239
1400000US04013422620,4.0E+09,"Census Tract 4226.20, Maricopa County, Arizona",3470,309
1400000US04013422621,4.0E+09,"Census Tract 4226.21, Maricopa County, Arizona",4859,426
1400000US04013422622,4.0E+09,"Census Tract 4226.22, Maricopa County, Arizona",4895,371
1400000US04013422623,4.0E+09,"Census Tract 4226.23, Maricopa County, Arizona",4893,452
1400000US04013422624,4.0E+09,"Census Tract 4226.24, Maricopa County, Arizona",3059,431
1400000US04013422625,4.0E+09,"Census Tract 4226.25, Maricopa County, Arizona",3668,499
1400000US04013422626,4.0E+09,"Census Tract 4226.26, Maricopa County, Arizona",2668,374
1400000US04013422627,4.0E+09,"Census Tract 4226.27, Maricopa County, Arizona",3680,520
1400000US04013422628,4.0E+09,"Census Tract 4226.28, Maricopa County, Arizona",3875,429
1400000US04013422629,4.0E+09,"Census Tract 4226.29, Maricopa County, Arizona",3046,403
1400000US04013422630,4.0E+09,"Census Tract 4226.30, Maricopa County, Arizona",5080,554
1400000US04013422631,4.0E+09,"Census Tract 4226.31, Maricopa County, Arizona",4436,396
1400000US04013422632,4.0E+09,"Census Tract 4226.32, Maricopa County, Arizona",4158,405
1400000US04013422633,4.0E+09,"Census Tract 4226.33, Maricopa County, Arizona",3539,515
1400000US04013422634,4.0E+09,"Census Tract 4226.34, Maricopa County, Arizona",4420,434
1400000US04013422635,4.0E+09,"Census Tract 4226.35, Maricopa County, Arizona",2140,325
1400000US04013422636,4.0E+09,"Census Tract 4226.36, Maricopa County, Arizona",2219,246
1400000US04013422637,4.0E+09,"Census Tract 4226.37, Maricopa County, Arizona",3402,356
1400000US04013422638,4.0E+09,"Census Tract 4226.38, Maricopa County, Arizona",3546,439
1400000US04013422639,4.0E+09,"Census Tract 4226.39, Maricopa County, Arizona",3605,400
1400000US04013422640,4.0E+09,"Census Tract 4226.40, Maricopa County, Arizona",4702,336
1400000US04013422641,4.0E+09,"Census Tract 4226.41, Maricopa County, Arizona",6087,617
1400000US04013422642,4.0E+09,"Census Tract 4226.42, Maricopa County, Arizona",5688,752
1400000US04013422643,4.0E+09,"Census Tract 4226.43, Maricopa County, Arizona",6025,490
1400000US04013422644,4.0E+09,"Census Tract 4226.44, Maricopa County, Arizona",7569,632
1400000US04013422646,4.0E+09,"Census Tract 4226.46, Maricopa County, Arizona",8619,910
1400000US04013522800,4.0E+09,"Census Tract 5228, Maricopa County, Arizona",1382,279
1400000US04013522901,4.0E+09,"Census Tract 5229.01, Maricopa County, Arizona",4402,402
1400000US04013522903,4.0E+09,"Census Tract 5229.03, Maricopa County, Arizona",5429,652
1400000US04013522904,4.0E+09,"Census Tract 5229.04, Maricopa County, Arizona",5509,505
1400000US04013523002,4.0E+09,"Census Tract 5230.02, Maricopa County, Arizona",6076,572
1400000US04013523003,4.0E+09,"Census Tract 5230.03, Maricopa County, Arizona",6293,652
1400000US04013523005,4.0E+09,"Census Tract 5230.05, Maricopa County, Arizona",5131,304
1400000US04013523006,4.0E+09,"Census Tract 5230.06, Maricopa County, Arizona",5614,525
1400000US04013523102,4.0E+09,"Census Tract 5231.02, Maricopa County, Arizona",5696,479
1400000US04013523103,4.0E+09,"Census Tract 5231.03, Maricopa County, Arizona",5825,649
1400000US04013523104,4.0E+09,"Census Tract 5231.04, Maricopa County, Arizona",5353,520
1400000US04013610000,4.0E+09,"Census Tract 6100, Maricopa County, Arizona",7621,626
1400000US04013610100,4.0E+09,"Census Tract 6101, Maricopa County, Arizona",1008,318
1400000US04013610200,4.0E+09,"Census Tract 6102, Maricopa County, Arizona",8144,1014
1400000US04013610300,4.0E+09,"Census Tract 6103, Maricopa County, Arizona",9903,764
1400000US04013610400,4.0E+09,"Census Tract 6104, Maricopa County, Arizona",5948,483
1400000US04013610500,4.0E+09,"Census Tract 6105, Maricopa County, Arizona",6410,847
1400000US04013610600,4.0E+09,"Census Tract 6106, Maricopa County, Arizona",5232,473
1400000US04013610700,4.0E+09,"Census Tract 6107, Maricopa County, Arizona",7864,758
1400000US04013610800,4.0E+09,"Census Tract 6108, Maricopa County, Arizona",3742,304
1400000US04013610900,4.0E+09,"Census Tract 6109, Maricopa County, Arizona",6633,474
1400000US04013611000,4.0E+09,"Census Tract 6110, Maricopa County, Arizona",2655,238
1400000US04013611100,4.0E+09,"Census Tract 6111, Maricopa County, Arizona",3172,290
1400000US04013611200,4.0E+09,"Census Tract 6112, Maricopa County, Arizona",5708,344
1400000US04013611300,4.0E+09,"Census Tract 6113, Maricopa County, Arizona",4656,626
1400000US04013611400,4.0E+09,"Census Tract 6114, Maricopa County, Arizona",6223,615
1400000US04013611500,4.0E+09,"Census Tract 6115, Maricopa County, Arizona",6422,514
1400000US04013611600,4.0E+09,"Census Tract 6116, Maricopa County, Arizona",3187,315
1400000US04013611700,4.0E+09,"Census Tract 6117, Maricopa County, Arizona",5853,501
1400000US04013611800,4.0E+09,"Census Tract 6118, Maricopa County, Arizona",7083,525
1400000US04013611900,4.0E+09,"Census Tract 6119, Maricopa County, Arizona",2831,424
1400000US04013612000,4.0E+09,"Census Tract 6120, Maricopa County, Arizona",2537,260
1400000US04013612200,4.0E+09,"Census Tract 6122, Maricopa County, Arizona",3896,430
1400000US04013612300,4.0E+09,"Census Tract 6123, Maricopa County, Arizona",8491,763
1400000US04013612400,4.0E+09,"Census Tract 6124, Maricopa County, Arizona",7126,356
1400000US04013612500,4.0E+09,"Census Tract 6125, Maricopa County, Arizona",4467,278
1400000US04013612600,4.0E+09,"Census Tract 6126, Maricopa County, Arizona",2043,228
1400000US04013612700,4.0E+09,"Census Tract 6127, Maricopa County, Arizona",2343,163
1400000US04013612800,4.0E+09,"Census Tract 6128, Maricopa County, Arizona",2176,207
1400000US04013612900,4.0E+09,"Census Tract 6129, Maricopa County, Arizona",2389,218
1400000US04013613000,4.0E+09,"Census Tract 6130, Maricopa County, Arizona",3525,475
1400000US04013613100,4.0E+09,"Census Tract 6131, Maricopa County, Arizona",2730,251
1400000US04013613200,4.0E+09,"Census Tract 6132, Maricopa County, Arizona",3676,287
1400000US04013613300,4.0E+09,"Census Tract 6133, Maricopa County, Arizona",7655,638
1400000US04013613400,4.0E+09,"Census Tract 6134, Maricopa County, Arizona",3788,383
1400000US04013613500,4.0E+09,"Census Tract 6135, Maricopa County, Arizona",4504,392
1400000US04013613600,4.0E+09,"Census Tract 6136, Maricopa County, Arizona",4550,366
1400000US04013613700,4.0E+09,"Census Tract 6137, Maricopa County, Arizona",5349,508
1400000US04013613800,4.0E+09,"Census Tract 6138, Maricopa County, Arizona",4184,290
1400000US04013613900,4.0E+09,"Census Tract 6139, Maricopa County, Arizona",6252,383
1400000US04013614000,4.0E+09,"Census Tract 6140, Maricopa County, Arizona",4410,454
1400000US04013614100,4.0E+09,"Census Tract 6141, Maricopa County, Arizona",6033,497
1400000US04013614200,4.0E+09,"Census Tract 6142, Maricopa County, Arizona",4930,395
1400000US04013614300,4.0E+09,"Census Tract 6143, Maricopa County, Arizona",2825,286
1400000US04013614400,4.0E+09,"Census Tract 6144, Maricopa County, Arizona",3400,407
1400000US04013614500,4.0E+09,"Census Tract 6145, Maricopa County, Arizona",4396,583
1400000US04013614600,4.0E+09,"Census Tract 6146, Maricopa County, Arizona",6354,499
1400000US04013614700,4.0E+09,"Census Tract 6147, Maricopa County, Arizona",2469,269
1400000US04013614800,4.0E+09,"Census Tract 6148, Maricopa County, Arizona",4348,488
1400000US04013614900,4.0E+09,"Census Tract 6149, Maricopa County, Arizona",3568,296
1400000US04013615000,4.0E+09,"Census Tract 6150, Maricopa County, Arizona",7948,513
1400000US04013615100,4.0E+09,"Census Tract 6151, Maricopa County, Arizona",3744,312
1400000US04013615200,4.0E+09,"Census Tract 6152, Maricopa County, Arizona",5884,430
1400000US04013615300,4.0E+09,"Census Tract 6153, Maricopa County, Arizona",2324,252
1400000US04013615400,4.0E+09,"Census Tract 6154, Maricopa County, Arizona",2672,247
1400000US04013615500,4.0E+09,"Census Tract 6155, Maricopa County, Arizona",2762,244
1400000US04013615600,4.0E+09,"Census Tract 6156, Maricopa County, Arizona",3771,351
1400000US04013615700,4.0E+09,"Census Tract 6157, Maricopa County, Arizona",2536,263
1400000US04013615800,4.0E+09,"Census Tract 6158, Maricopa County, Arizona",5144,418
1400000US04013615900,4.0E+09,"Census Tract 6159, Maricopa County, Arizona",4119,259
1400000US04013616000,4.0E+09,"Census Tract 6160, Maricopa County, Arizona",1939,163
1400000US04013616100,4.0E+09,"Census Tract 6161, Maricopa County, Arizona",3502,287
1400000US04013616200,4.0E+09,"Census Tract 6162, Maricopa County, Arizona",3396,405
1400000US04013616300,4.0E+09,"Census Tract 6163, Maricopa County, Arizona",1941,209
1400000US04013616400,4.0E+09,"Census Tract 6164, Maricopa County, Arizona",5256,560
1400000US04013616500,4.0E+09,"Census Tract 6165, Maricopa County, Arizona",3181,427
1400000US04013616600,4.0E+09,"Census Tract 6166, Maricopa County, Arizona",6066,452
1400000US04013616700,4.0E+09,"Census Tract 6167, Maricopa County, Arizona",4297,341
1400000US04013616800,4.0E+09,"Census Tract 6168, Maricopa County, Arizona",5883,491
1400000US04013616900,4.0E+09,"Census Tract 6169, Maricopa County, Arizona",4587,397
1400000US04013617000,4.0E+09,"Census Tract 6170, Maricopa County, Arizona",6105,853
1400000US04013617100,4.0E+09,"Census Tract 6171, Maricopa County, Arizona",2241,212
1400000US04013617200,4.0E+09,"Census Tract 6172, Maricopa County, Arizona",2793,201
1400000US04013617300,4.0E+09,"Census Tract 6173, Maricopa County, Arizona",3342,363
1400000US04013617400,4.0E+09,"Census Tract 6174, Maricopa County, Arizona",7053,589
1400000US04013617500,4.0E+09,"Census Tract 6175, Maricopa County, Arizona",3347,270
1400000US04013617600,4.0E+09,"Census Tract 6176, Maricopa County, Arizona",5952,590
1400000US04013617700,4.0E+09,"Census Tract 6177, Maricopa County, Arizona",3717,341
1400000US04013617800,4.0E+09,"Census Tract 6178, Maricopa County, Arizona",2671,203
1400000US04013617900,4.0E+09,"Census Tract 6179, Maricopa County, Arizona",2846,346
1400000US04013618000,4.0E+09,"Census Tract 6180, Maricopa County, Arizona",4849,342
1400000US04013618100,4.0E+09,"Census Tract 6181, Maricopa County, Arizona",4139,371
1400000US04013618200,4.0E+09,"Census Tract 6182, Maricopa County, Arizona",3762,376
1400000US04013618300,4.0E+09,"Census Tract 6183, Maricopa County, Arizona",3047,212
1400000US04013618400,4.0E+09,"Census Tract 6184, Maricopa County, Arizona",3708,388
1400000US04013618500,4.0E+09,"Census Tract 6185, Maricopa County, Arizona",3926,445
1400000US04013618600,4.0E+09,"Census Tract 6186, Maricopa County, Arizona",4487,504
1400000US04013618700,4.0E+09,"Census Tract 6187, Maricopa County, Arizona",2952,273
1400000US04013618800,4.0E+09,"Census Tract 6188, Maricopa County, Arizona",4857,627
1400000US04013618900,4.0E+09,"Census Tract 6189, Maricopa County, Arizona",6241,608
1400000US04013619000,4.0E+09,"Census Tract 6190, Maricopa County, Arizona",3030,266
1400000US04013619100,4.0E+09,"Census Tract 6191, Maricopa County, Arizona",2783,477
1400000US04013619200,4.0E+09,"Census Tract 6192, Maricopa County, Arizona",5442,794
1400000US04013619300,4.0E+09,"Census Tract 6193, Maricopa County, Arizona",4106,458
1400000US04013619400,4.0E+09,"Census Tract 6194, Maricopa County, Arizona",4520,557
1400000US04013619500,4.0E+09,"Census Tract 6195, Maricopa County, Arizona",5977,536
1400000US04013619600,4.0E+09,"Census Tract 6196, Maricopa County, Arizona",2042,256
1400000US04013619700,4.0E+09,"Census Tract 6197, Maricopa County, Arizona",4068,402
1400000US04013619800,4.0E+09,"Census Tract 6198, Maricopa County, Arizona",4565,305
1400000US04013619900,4.0E+09,"Census Tract 6199, Maricopa County, Arizona",5461,400
1400000US04013723303,4.0E+09,"Census Tract 7233.03, Maricopa County, Arizona",26,39
1400000US04013723304,4.0E+09,"Census Tract 7233.04, Maricopa County, Arizona",4073,415
1400000US04013723305,4.0E+09,"Census Tract 7233.05, Maricopa County, Arizona",2918,361
1400000US04013723306,4.0E+09,"Census Tract 7233.06, Maricopa County, Arizona",5050,637
1400000US04013723307,4.0E+09,"Census Tract 7233.07, Maricopa County, Arizona",2438,275
1400000US04013723308,4.0E+09,"Census Tract 7233.08, Maricopa County, Arizona",7046,647
1400000US04013810000,4.0E+09,"Census Tract 8100, Maricopa County, Arizona",1879,122
1400000US04013810100,4.0E+09,"Census Tract 8101, Maricopa County, Arizona",6545,489
1400000US04013810200,4.0E+09,"Census Tract 8102, Maricopa County, Arizona",3326,277
1400000US04013810300,4.0E+09,"Census Tract 8103, Maricopa County, Arizona",5902,655
1400000US04013810400,4.0E+09,"Census Tract 8104, Maricopa County, Arizona",4867,355
1400000US04013810500,4.0E+09,"Census Tract 8105, Maricopa County, Arizona",5235,465
1400000US04013810600,4.0E+09,"Census Tract 8106, Maricopa County, Arizona",6739,469
